Unnamed: 0,STT,Mã,Tên công ty,Sàn,Ngành ICB - cấp 1,Ngành ICB - cấp 2,Ngành ICB - cấp 3,Ngành ICB - cấp 4,Quý,Năm,Trạng thái kiểm toán,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu thuần,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Doanh thu hoạt động tài chính,Chi phí tài chính,Trong đó: Chi phí lãi vay,Lãi/lỗ từ công ty liên doanh,Chi phí bán hàng,Chi phí quản lý doanh  nghiệp,Lợi nhuận thuần từ hoạt động kinh doanh,Lợi nhuận khác,Lãi/ lỗ từ công ty liên doanh (trước 2015),Tổng lợi nhuận kế toán trước thuế,Chi phí thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi ích của cổ đông thiểu số,Cổ đông của Công ty mẹ,Lãi cơ bản trên cổ phiếu,Lãi trước thuế,Khấu hao TSCĐ,Tổng lợi nhuận kế toán trước thuế,Lợi nhuận sau thuế thu nhập doanh nghiệp
5,724,LBE,Sách và Thiết bị Trường học Long An,HNX,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",5,2021,Đã kiểm toán,73707661763.00,73183965421.00,8213169608.00,689279443.00,-264695316.00,-234560931.00,0.00,-4736430478.00,-2058589443.00,1842733814.00,14554111.00,0.00,1857287925.00,-403557585.00,1453730340.00,0.00,1453730340.00,1234.00,,,2400000000.00,1920000000.00
5,724,LBE,Sách và Thiết bị Trường học Long An,HNX,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",5,2022,Đã kiểm toán,100172598992.00,98627582254.00,11777179937.00,905023956.00,-276467351.00,-121563437.00,0.00,-6657263897.00,-3032360998.00,2716111647.00,-12972160.00,0.00,2703139487.00,-558295181.00,2144844306.00,0.00,2144844306.00,1815.00,,,2000000000.00,1600000000.00
5,724,LBE,Thương mại và Dịch vụ LVA,HNX,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",5,2023,Đã kiểm toán,90913712674.00,90693860478.00,10017258430.00,1086086648.00,-119570007.00,-148667613.00,0.00,-6230396992.00,-2655713477.00,2097664602.00,-76471887.00,0.00,2021192715.00,-456662537.00,1564530178.00,0.00,1564530178.00,728.00,,,2000000000.00,1600000000.00
5,724,LBE,Thương mại và Dịch vụ LVA,HNX,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",5,2024,Chưa kiểm toán,106815349939.00,106009186186.00,12625576618.00,2214919383.00,-465506451.00,0.00,0.00,-7177216766.00,-2690702207.00,4507070577.00,-215876255.00,0.00,4291194322.00,-903824764.00,3387369558.00,4294081.00,3383075477.00,1694.00,4291194322.00,378467621.00,2000000000.00,1600000000.00
5,725,LBM,Khoáng sản Lâm Đồng,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,5,2020,Chưa kiểm toán,604352195690.00,604352195690.00,143298242179.00,1410169556.00,-159811141.00,0.00,0.00,-2338852150.00,-57050774197.00,85158974247.00,-916206282.00,0.00,84242767965.00,-15872321085.00,68370446880.00,1528217375.00,66842229505.00,6684.00,84242767965.00,49437071223.00,66000000000.00,52800000000.00
5,725,LBM,Khoáng sản Lâm Đồng,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,5,2021,Chưa kiểm toán,788120043488.00,787824716215.00,180521137730.00,1111057233.00,-512440558.00,0.00,0.00,-2664174044.00,-78622408223.00,99833172138.00,789415684.00,0.00,100622587822.00,-18466673662.00,82155914160.00,401243754.00,81754670406.00,4088.00,100622587822.00,61021926588.00,85000000000.00,68000000000.00
5,725,LBM,Khoáng sản Lâm Đồng,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,5,2022,Chưa kiểm toán,1113267981194.00,1113267981194.00,260946504912.00,1533487612.00,-1147143690.00,-824227032.00,0.00,-3342499860.00,-107435397997.00,150554950977.00,1076591143.00,0.00,151631542120.00,-30192485685.00,121439056435.00,280886553.00,121158169882.00,6058.00,151631542120.00,74170755601.00,130000000000.00,104000000000.00
5,725,LBM,Khoáng sản Lâm Đồng,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,5,2023,Đã kiểm toán,901723777354.00,901723777354.00,263446929759.00,1106624422.00,-4702482287.00,-4366794179.00,0.00,-3162427454.00,-97411252744.00,159277391696.00,599135458.00,0.00,159876527154.00,-34635660510.00,125240866644.00,157514211.00,125083352433.00,6254.00,159876527154.00,76845135615.00,130000000000.00,104000000000.00
5,725,LBM,Khoáng sản Lâm Đồng,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,5,2024,Chưa kiểm toán,873018594174.00,873018594174.00,194159690056.00,603937160.00,-4212705141.00,-3999120343.00,0.00,-4950872868.00,-81064245615.00,104535803592.00,-387809223.00,0.00,104147994369.00,-21522644951.00,82625349418.00,160144290.00,82465205128.00,3540.00,104147994369.00,73591190990.00,130000000000.00,104000000000.00
5,726,LCC,Xi măng Hồng Phong,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,5,2020,Đã kiểm toán,56032398102.00,56032398102.00,-24871335670.00,231476.00,-35852738514.00,-35843823624.00,0.00,-16515220.00,-1088544916.00,-61828902844.00,-1077819096.00,0.00,-62906721940.00,0.00,-62906721940.00,0.00,-62906721940.00,-10774.00,,,-55000000.00,-55000000.00
5,726,LCC,Xi măng Hồng Phong,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,5,2021,Đã kiểm toán,72416669951.00,72416669951.00,-3677254994.00,46980.00,-37094850384.00,-37094850384.00,0.00,-49667400.00,-1983430019.00,-42805155817.00,-2087033917.00,0.00,-44892189734.00,0.00,-44892189734.00,0.00,-44892189734.00,-7688.00,,,,
5,727,LCD,Thí nghiệm cơ điện,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2020,Đã kiểm toán,133707428953.00,133707428953.00,14541632835.00,100171774.00,-3545242960.00,-3543218052.00,0.00,0.00,-7732525805.00,3364035844.00,222970942.00,0.00,3587006786.00,-595872702.00,2991134084.00,0.00,2991134084.00,1795.00,,,3356000000.00,2684800000.00
5,727,LCD,Thí nghiệm cơ điện,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2021,Đã kiểm toán,107054740722.00,107054740722.00,14752207011.00,60745006.00,-4464497198.00,-4286745683.00,0.00,0.00,-8021123481.00,2327331338.00,352935977.00,0.00,2680267315.00,-902152583.00,1778114732.00,0.00,1778114732.00,1067.00,,,1011000000.00,808800000.00
5,727,LCD,Thí nghiệm cơ điện,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2022,Đã kiểm toán,38118264211.00,38118264211.00,9954568185.00,37695991.00,-4193119211.00,-4193119211.00,0.00,0.00,-6694317224.00,-895172259.00,1273529991.00,0.00,378357732.00,-251601966.00,126755766.00,0.00,126755766.00,76.00,,,759000000.00,607200000.00
5,727,LCD,Thí nghiệm cơ điện,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2023,Đã kiểm toán,35537530153.00,35537530153.00,11967084113.00,53557016.00,-5293158682.00,-5293158682.00,0.00,0.00,-6610901711.00,116580736.00,858942108.00,0.00,975522844.00,-861909277.00,113613567.00,0.00,113613567.00,76.00,,,759000000.00,607200000.00
5,727,LCD,Thí nghiệm cơ điện,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2024,Chưa kiểm toán,37677603513.00,37677603513.00,10198016654.00,47866630.00,-4316720773.00,-4316641047.00,0.00,0.00,-5951341458.00,-22178947.00,896278735.00,0.00,874099788.00,-787565547.00,86534241.00,0.00,86534241.00,52.00,,,759000000.00,607200000.00
5,728,LCG,LIZEN,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2020,Chưa kiểm toán,3536254793538.00,3536254793538.00,305018620226.00,346246521695.00,-113617315906.00,-105055315050.00,1517230941.00,-7782720007.00,-159691422387.00,371690914562.00,1220313977.00,0.00,372911228539.00,-61192376842.00,311718851697.00,542143826.00,311176707871.00,2430.00,372911228539.00,105987617858.00,375000000000.00,300000000000.00
5,728,LCG,LIZEN,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2021,Chưa kiểm toán,1802653972149.00,1802653972149.00,428796371781.00,15486180551.00,-107439648847.00,-106192359166.00,-107610569.00,-16897258501.00,-83701975089.00,236136059326.00,-8822022033.00,0.00,227314037293.00,-46503689288.00,180810348005.00,-948828149.00,181759176154.00,1270.00,227314037293.00,138749800998.00,312500000000.00,250000000000.00
5,728,LCG,LIZEN,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2022,Chưa kiểm toán,1005840232313.00,1005840232313.00,128892753316.00,276298630916.00,-69387291199.00,-69387291199.00,0.00,0.00,-78998735273.00,256805357760.00,-10681095243.00,0.00,246124262517.00,-51837237517.00,194287025000.00,2252302615.00,192034722385.00,835.00,246124262517.00,99034847394.00,187500000000.00,150000000000.00
5,728,LCG,LIZEN,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2023,Đã kiểm toán,2007948933386.00,2007948933386.00,285169375630.00,13876314857.00,-57534267460.00,-50643242852.00,-488036061.00,0.00,-107336396420.00,133686990546.00,1636552459.00,0.00,135323543005.00,-33753752512.00,101569790493.00,-2044830756.00,103614621249.00,519.00,135323543005.00,108792441773.00,187500000000.00,150000000000.00
5,728,LCG,LIZEN,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2024,Chưa kiểm toán,2513465377819.00,2513465377819.00,332247878996.00,36613239444.00,-69831806198.00,-61353473569.00,5042331170.00,0.00,-132066133008.00,172005510404.00,176165654.00,0.00,172181676058.00,-41011580570.00,131170095488.00,-977025329.00,132147120817.00,684.00,172181676058.00,129034627568.00,187500000000.00,150000000000.00
5,729,LCM,Khoáng sản Lào Cai,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,5,2020,Chưa kiểm toán,31437792800.00,31437792800.00,340873627.00,3147245512.00,-4182671942.00,0.00,0.00,0.00,-382396738.00,-1076949541.00,-178891834.00,0.00,-1255841375.00,0.00,-1255841375.00,-146397882.00,-1109443493.00,-45.00,-1255841373.00,188520119.00,6250000000.00,5000000000.00
5,729,LCM,Khoáng sản Lào Cai,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,5,2021,Chưa kiểm toán,9787945600.00,9787945600.00,1063934927.00,3625667769.00,0.00,0.00,0.00,0.00,-1033416214.00,3656186482.00,-1725979301.00,0.00,1930207181.00,0.00,1930207181.00,111466361.00,1818740820.00,74.00,1930207181.00,0.00,6250000000.00,5000000000.00
5,729,LCM,Khoáng sản Lào Cai,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,5,2022,Chưa kiểm toán,16431744000.00,16431744000.00,-1043749388.00,1143815717.00,-2468467.00,0.00,-22681240.00,0.00,-2061614513.00,-1986697891.00,-107544990216.00,0.00,-109531688107.00,0.00,-109531688107.00,-5535300498.00,-103996387609.00,-4221.00,-109531688107.00,2835219968.00,6250000000.00,5000000000.00
5,729,LCM,Khoáng sản Lào Cai,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,5,2023,Đã kiểm toán,51353442478.00,51353442478.00,3385600629.00,2382222498.00,-16298735.00,0.00,-12652310.00,0.00,-1476850836.00,4262021246.00,-1017021974.00,0.00,3244999272.00,0.00,3244999272.00,118841229.00,3126158043.00,127.00,3244999272.00,836554074.00,6250000000.00,5000000000.00
5,729,LCM,Khoáng sản Lào Cai,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,5,2024,Chưa kiểm toán,33565216052.00,33565216052.00,1739210053.00,2117748097.00,-10120207.00,0.00,0.00,0.00,-1340428188.00,2506409755.00,-829142456.00,0.00,1677267299.00,0.00,1677267299.00,86915356.00,1590351943.00,68.00,1677267299.00,577932446.00,6250000000.00,5000000000.00
5,730,LCS,Licogi 16.6,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2020,Chưa kiểm toán,79028526399.00,79028526399.00,14024357853.00,13518399.00,-8560477895.00,-8560477895.00,0.00,0.00,-5793826240.00,-316427883.00,572727272.00,0.00,256299389.00,0.00,256299389.00,0.00,256299389.00,34.00,256299389.00,11759188187.00,500000000.00,400000000.00
5,730,LCS,Licogi 16.6,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2021,Chưa kiểm toán,22185347445.00,22185347445.00,-51201955936.00,1117490.00,-11335587973.00,-11335587973.00,0.00,0.00,-3129837706.00,-65666264125.00,-1360317722.00,0.00,-67026581847.00,0.00,-67026581847.00,0.00,-67026581847.00,0.00,-67026581847.00,10274188705.00,,
5,731,LDG,Đầu tư LDG,HOSE,Tài chính,Bất động sản,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản",5,2020,Chưa kiểm toán,1483927908034.00,1388440112061.00,371062116725.00,3174237765.00,-21008425151.00,-20661233697.00,0.00,-227239166381.00,-90939358937.00,35049404021.00,-11555226948.00,0.00,23494177073.00,-10584310052.00,12909867021.00,328085.00,12909538936.00,51.00,23494177073.00,13016178822.00,376250000000.00,301000000000.00
5,731,LDG,Đầu tư LDG,HOSE,Tài chính,Bất động sản,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản",5,2021,Chưa kiểm toán,478286238499.00,321282003914.00,182810447276.00,159266293381.00,-52559008579.00,-49960158149.00,0.00,-10965502154.00,-100168910285.00,178383319639.00,2110171056.00,0.00,180493490695.00,-39841181096.00,140652309599.00,-288229.00,140652597828.00,558.00,180493490695.00,17157442242.00,387500000000.00,310000000000.00
5,731,LDG,Đầu tư LDG,HOSE,Tài chính,Bất động sản,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản",5,2022,Chưa kiểm toán,277050177241.00,193171915085.00,75061542485.00,226498264319.00,-144451155444.00,-88741751409.00,0.00,-15394988848.00,-109700252834.00,32013409678.00,-24221377376.00,0.00,7792032302.00,-3549455558.00,4242576744.00,-108239.00,4242684983.00,17.00,7792032302.00,16526762905.00,4875000000.00,3900000000.00
5,731,LDG,Đầu tư LDG,HOSE,Tài chính,Bất động sản,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản",5,2023,Đã kiểm toán,48804563174.00,-36509024082.00,-115984273517.00,132780019.00,-180880755677.00,-43260388885.00,0.00,-11829483304.00,-248183880937.00,-556745613416.00,-20140366689.00,0.00,-576885980105.00,49711773781.00,-527174206324.00,-30766.00,-527174175558.00,-2058.00,-576885980105.00,8391570330.00,4875000000.00,3900000000.00
5,731,LDG,Đầu tư LDG,HOSE,Tài chính,Bất động sản,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản",5,2024,Chưa kiểm toán,185104842667.00,-173233280116.00,-190275886247.00,14136868.00,-166919923842.00,-55070808339.00,0.00,-13886245495.00,-453359718591.00,-824427637307.00,-15628462701.00,0.00,-840056100008.00,62187301295.00,-777868798713.00,35832.00,-777868834545.00,-3036.00,-840056100008.00,8332893030.00,4875000000.00,3900000000.00
5,732,LDP,Dược Lâm Đồng - Ladophar,HNX,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,5,2020,Chưa kiểm toán,254828262958.00,252793502253.00,37523284206.00,1350301902.00,-6595466836.00,-6444386747.00,0.00,-41487754777.00,-19464088029.00,-28673723534.00,2744376103.00,0.00,-25929347431.00,-40031315.00,-25969378746.00,0.00,-25969378746.00,-2826.00,-25929347431.00,12218132549.00,0.00,0.00
5,732,LDP,Dược Lâm Đồng - Ladophar,HNX,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,5,2021,Chưa kiểm toán,162250417952.00,161902372898.00,21224841057.00,31614569902.00,-3187485097.00,-2210166219.00,0.00,-30454010593.00,-10559185239.00,8638730030.00,32082010876.00,0.00,40720740906.00,-2850486729.00,37870254177.00,0.00,37870254177.00,2981.00,40720740906.00,11741786856.00,21200000000.00,16960000000.00
5,732,LDP,Dược Lâm Đồng - Ladophar,HNX,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,5,2022,Chưa kiểm toán,188030359277.00,187414704443.00,37519483571.00,2843446142.00,-16442141771.00,-7544242437.00,0.00,-39721997220.00,-23111476111.00,-38912685389.00,47050933.00,0.00,-38865634456.00,-43686599.00,-38909321055.00,0.00,-38909321055.00,-3063.00,-38865634456.00,8900138536.00,0.00,0.00
5,732,LDP,Dược Lâm Đồng - Ladophar,HNX,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,5,2023,Đã kiểm toán,186308476729.00,186000716464.00,37165697390.00,846132157.00,-7664322348.00,-7026592246.00,0.00,-29943047377.00,-19569325820.00,-19164865998.00,-940004075.00,0.00,-20104870073.00,0.00,-20104870073.00,0.00,-20104870073.00,-1583.00,-20104870073.00,8237159694.00,0.00,0.00
5,732,LDP,Dược Lâm Đồng - Ladophar,HNX,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,5,2024,Chưa kiểm toán,218430916713.00,217957757303.00,64390399949.00,361696929.00,-7069867944.00,-4978613417.00,0.00,-30928157490.00,-20292106170.00,6461965274.00,348276077.00,0.00,6810241351.00,0.00,6810241351.00,0.00,6810241351.00,536.00,6810241351.00,6469633903.00,0.00,0.00
5,733,LDW,Cấp thoát nước Lâm Đồng,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,5,2020,Đã kiểm toán,251220784397.00,251220784397.00,47035802405.00,43233715438.00,-18018623769.00,-18018623769.00,0.00,-5466010669.00,-15369360695.00,51415522710.00,-1872676225.00,0.00,49542846485.00,-10892848060.00,38649998425.00,0.00,38649998425.00,490.00,,,52341000000.00,41872800000.00
5,733,LDW,Cấp thoát nước Lâm Đồng,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,5,2021,Đã kiểm toán,233902460940.00,233902460940.00,37409097851.00,41346042816.00,-16651101221.00,-16651101221.00,0.00,-5199156890.00,-12628591222.00,44276291334.00,-1048224290.00,0.00,43228067044.00,-8769676307.00,34458390737.00,0.00,34458390737.00,374.00,,,46332000000.00,37065600000.00
5,733,LDW,Cấp thoát nước Lâm Đồng,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,5,2022,Đã kiểm toán,277558293179.00,277558293179.00,64824015258.00,41909282468.00,-15257152308.00,-15257152308.00,0.00,-4892964529.00,-15152216196.00,71430964693.00,-496804529.00,0.00,70934160164.00,-14260132876.00,56674027288.00,0.00,56674027288.00,486.00,,,73856000000.00,59084800000.00
5,733,LDW,Cấp thoát nước Lâm Đồng,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,5,2023,Đã kiểm toán,297054246958.00,297054246958.00,77741541290.00,55466965061.00,-13900569390.00,-13900569390.00,0.00,-4095153325.00,-16633568803.00,98579214833.00,304288257.00,0.00,98883503090.00,-19827349659.00,79056153431.00,0.00,79056153431.00,611.00,,,73856000000.00,59084800000.00
5,733,LDW,Cấp thoát nước Lâm Đồng,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,5,2024,Chưa kiểm toán,319686229615.00,319686229615.00,93044741263.00,69321134697.00,-12555962887.00,-12555962887.00,0.00,-4198670709.00,-20240879407.00,125370362957.00,-542415731.00,0.00,124827947226.00,-24697479565.00,100130467661.00,0.00,100130467661.00,1271.00,,,73856000000.00,59084800000.00
5,734,LEC,BĐS Điện lực Miền Trung,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,5,2020,Chưa kiểm toán,553131706782.00,553131706782.00,39059431275.00,7453783036.00,-21241316469.00,-20809476969.00,0.00,-103800000.00,-20925292298.00,4242805544.00,-194817430.00,0.00,4047988114.00,-3489987051.00,558001063.00,454584392.00,103416671.00,4.00,4047988114.00,13208023601.00,1335000000.00,1068000000.00
5,734,LEC,BĐS Điện lực Miền Trung,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,5,2021,Chưa kiểm toán,534874219962.00,534874219962.00,34604813789.00,17844792061.00,-25638630840.00,-25606323505.00,0.00,0.00,-20199961778.00,6611013232.00,-664662372.00,0.00,5946350860.00,-2928933963.00,3017416897.00,490305355.00,2527111542.00,97.00,5946350860.00,12869628787.00,7868750000.00,6295000000.00
5,734,LEC,BĐS Điện lực Miền Trung,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,5,2022,Chưa kiểm toán,181032883513.00,181032883513.00,29378429645.00,9952929450.00,-29116375181.00,-29116375181.00,0.00,0.00,-16900249272.00,-6685265358.00,498761338.00,0.00,-6186504020.00,-2699675982.00,-8886180002.00,744304933.00,-9630484935.00,-369.00,-6186504020.00,12619935539.00,7135000000.00,5708000000.00
5,734,LEC,BĐS Điện lực Miền Trung,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,5,2023,Đã kiểm toán,104337486082.00,104337486082.00,10717398279.00,6596589253.00,-42889241891.00,-42889241891.00,0.00,0.00,-15196575094.00,-40771829453.00,11271320803.00,0.00,-29500508650.00,-1310973161.00,-30811481811.00,-9161930974.00,-21649550837.00,-829.00,-29500508650.00,11906369708.00,7135000000.00,5708000000.00
5,734,LEC,BĐS Điện lực Miền Trung,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,5,2024,Chưa kiểm toán,126572357622.00,126572357622.00,13839397047.00,5699616803.00,-52910265946.00,-34358653847.00,0.00,-3922000.00,-14558064799.00,-47933238895.00,-320443392.00,0.00,-48253682287.00,-8658949.00,-48262341236.00,-8343638678.00,-39918702558.00,-1529.00,-48253682287.00,11075245640.00,7135000000.00,5708000000.00
5,735,LG9,Cơ giới và XL số 9 (Licogi 9),UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2020,Chưa kiểm toán,140789785298.00,140789785298.00,17998059012.00,2377287124.00,-7570660878.00,-7105327456.00,244126764.00,0.00,-11739707074.00,1309104948.00,76458039.00,0.00,1385562987.00,7950734.00,1393513721.00,10372740.00,1383140981.00,200.00,1385562987.00,2866580377.00,3100000000.00,2480000000.00
5,735,LG9,Cơ giới và XL số 9 (Licogi 9),UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2021,Chưa kiểm toán,172914968198.00,172914968198.00,18829334484.00,2379201268.00,-5496816732.00,-5496816732.00,0.00,0.00,-9233437997.00,6478281023.00,-4190591423.00,0.00,2287689600.00,-522624545.00,1765065055.00,165905615.00,1599159440.00,250.00,1628381125.00,2650918459.00,3100000000.00,2480000000.00
5,735,LG9,Cơ giới và XL số 9 (Licogi 9),UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2022,Chưa kiểm toán,120335252894.00,120335252894.00,17152182373.00,2376536153.00,-5750815892.00,-5750815892.00,0.00,0.00,-9388315687.00,4389586947.00,-1482676512.00,0.00,2906910435.00,-2059556312.00,847354123.00,9493748.00,837860375.00,202.00,2906910435.00,2658934863.00,3000000000.00,2400000000.00
5,735,LG9,Cơ giới và XL số 9 (Licogi 9),UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2023,Đã kiểm toán,290599180615.00,290599180615.00,25140687158.00,2162276703.00,-11877135191.00,-11418873055.00,0.00,0.00,-13280828024.00,2145000646.00,-33701876.00,0.00,2111298770.00,-1371868792.00,739429978.00,5073278.00,734356700.00,131.00,2111298770.00,3424346874.00,3000000000.00,2400000000.00
5,735,LG9,Cơ giới và XL số 9 (Licogi 9),UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,,,,,,,,,,,,,,,,,,,,,,,,3000000000.00,2400000000.00
5,736,LGC,Đầu tư Cầu đường CII,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2020,Chưa kiểm toán,725301689998.00,704801929382.00,463677456341.00,398940460810.00,-183486425478.00,-183072838481.00,287090271.00,-36219610473.00,-122763439847.00,520435531624.00,-5013350334.00,0.00,515422181290.00,-9665657340.00,505756523950.00,171954396610.00,333802127340.00,1719.00,515422181290.00,270675650922.00,409290000000.00,381887000000.00
5,736,LGC,Đầu tư Cầu đường CII,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2021,Chưa kiểm toán,948895984301.00,900236469754.00,530076619638.00,133388814542.00,-236887811622.00,-232453362533.00,0.00,-69824424524.00,-101660096420.00,255093101614.00,-822882432.00,0.00,254270219182.00,53603515024.00,307873734206.00,99413770361.00,208459963845.00,1066.00,254270219182.00,352925444972.00,390990000000.00,356732000000.00
5,736,LGC,Đầu tư Cầu đường CII,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2022,Chưa kiểm toán,1447394346192.00,1340701557272.00,820921766199.00,92189051837.00,-298785813177.00,-293974293452.00,37186550445.00,-107658614261.00,-57840805877.00,486012135166.00,-204372013.00,0.00,485807763153.00,-23216561873.00,462591201280.00,171343644440.00,291247556840.00,1489.00,485807763153.00,418596514640.00,600075000000.00,558000000000.00
5,736,LGC,Đầu tư Cầu đường CII,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2023,Đã kiểm toán,1702630820294.00,1597024196656.00,1070286415715.99,418227268368.00,-345210640419.00,-344029156218.00,69551025106.00,-114902865864.00,-131139415722.00,966811787185.00,-1625174374.00,0.00,965186612811.00,-37957700278.00,927228912533.00,235633642920.00,691595269613.00,3564.00,965186612811.00,405289651519.00,600075000000.00,558000000000.00
5,736,LGC,Đầu tư Cầu đường CII,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2024,Chưa kiểm toán,2606007502075.00,2503558386331.00,1690332797343.00,454734671238.00,-1018874594955.00,-1007693373701.00,0.00,-124409382279.00,-176227259116.00,825556232231.00,-269989197.00,0.00,825286243034.00,-33196460776.00,792089782258.00,259982757963.00,532107024295.00,2721.00,825286243034.00,697635471286.00,600075000000.00,558000000000.00
5,737,LGL,Long Giang Land,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,5,2020,Chưa kiểm toán,170879316080.00,170879316080.00,-23090135348.00,7525699897.00,-44235174197.00,-42366057346.00,2532539479.00,-735560796.00,-32539804545.00,-90542435510.00,109547901363.00,0.00,19005465853.00,-14972990541.00,4032475312.00,1962980568.00,2069494744.00,40.00,19005465854.00,4297310147.00,62500000000.00,50000000000.00
