Unnamed: 0,STT,Mã,Tên công ty,Sàn,Ngành ICB - cấp 1,Ngành ICB - cấp 2,Ngành ICB - cấp 3,Ngành ICB - cấp 4,Quý,Năm,Trạng thái kiểm toán,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu thuần,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Doanh thu hoạt động tài chính,Chi phí tài chính,Trong đó: Chi phí lãi vay,Lãi/lỗ từ công ty liên doanh,Chi phí bán hàng,Chi phí quản lý doanh  nghiệp,Lợi nhuận thuần từ hoạt động kinh doanh,Lợi nhuận khác,Lãi/ lỗ từ công ty liên doanh (trước 2015),Tổng lợi nhuận kế toán trước thuế,Chi phí thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi ích của cổ đông thiểu số,Cổ đông của Công ty mẹ,Lãi cơ bản trên cổ phiếu,Lãi trước thuế,Khấu hao TSCĐ,Tổng lợi nhuận kế toán trước thuế,Lợi nhuận sau thuế thu nhập doanh nghiệp
5,160,BVB,Ngân hàng Bản Việt - BVBank,UPCoM,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,5,2024,Chưa kiểm toán,,,,,,,,,,,,0.00,390590000000.00,-79338000000.00,311252000000.00,0.00,311252000000.00,564.00,,,502000000000.00,401600000000.00
5,161,BVG,Group Bắc Việt,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,5,2020,Chưa kiểm toán,135399418570.00,135399418570.00,29594011361.00,2166921343.00,-9364769548.00,-4048023338.00,0.00,-13999381078.00,-9157318984.00,-760536906.00,-4255185161.00,0.00,-5015722067.00,-891889252.00,-5907611319.00,38528264.00,-5946139583.00,-606.00,-5015722067.00,10675965012.00,3200000000.00,2560000000.00
5,161,BVG,Group Bắc Việt,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,5,2021,Chưa kiểm toán,0.00,0.00,0.00,1346348154.00,-21031986600.00,-230900.00,0.00,0.00,-1986197859.00,-21671836305.00,-16406481959.00,0.00,-38078318264.00,0.00,-38078318264.00,0.00,-38078318264.00,-3905.00,-38078318264.00,0.00,5000000000.00,5000000000.00
5,161,BVG,Group Bắc Việt,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,5,2022,Chưa kiểm toán,3202100000.00,3202100000.00,931069406.00,2091463248.00,2639123595.00,0.00,0.00,0.00,-299967862.00,5361688387.00,1403074495.00,0.00,6764762882.00,0.00,6764762882.00,0.00,6764762882.00,694.00,6764762882.00,0.00,2700000000.00,2700000000.00
5,161,BVG,Group Bắc Việt,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,5,2023,Đã kiểm toán,3203310000.00,3203310000.00,516710000.00,3561601343.00,0.00,0.00,0.00,0.00,-216821461.00,3861489882.00,-104000.00,0.00,3861385882.00,0.00,3861385882.00,0.00,3861385882.00,396.00,3861385882.00,0.00,2700000000.00,2700000000.00
5,161,BVG,Group Bắc Việt,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,,,,,,,,,,,,,,,,,,,,,,,,2700000000.00,2700000000.00
5,162,BVH,Tập đoàn Bảo Việt,HOSE,Tài chính,Bảo hiểm,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,5,2020,Chưa kiểm toán,38204891722825.00,34524044284544.00,-2040914480867.00,9495658687333.00,-1841912602607.00,,70011972612.00,0.00,-3756517474608.00,-5797431955475.00,11606822031.00,0.00,1953285808059.00,-303438835134.00,1649846972925.00,52258687656.00,1597588285269.00,2097.00,1953285808059.00,206997738211.00,1287500000000.00,1030000000000.00
5,162,BVH,Tập đoàn Bảo Việt,HOSE,Tài chính,Bảo hiểm,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,5,2021,Chưa kiểm toán,39999792780016.00,36830138479863.00,613506546839.00,8911612242924.00,-1059722118833.00,,92993746827.00,-2266015074428.00,-3996411660861.00,-5648920188450.00,28644118166.00,0.00,2398034325409.00,-379620316959.00,2018414008450.00,106719751030.00,1911694257420.00,2526.00,2398034325409.00,226311777789.00,1312500000000.00,1050000000000.00
5,162,BVH,Tập đoàn Bảo Việt,HOSE,Tài chính,Bảo hiểm,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,5,2022,Chưa kiểm toán,42650508302256.00,40688247074927.00,104851183757.00,9922384516749.00,-1840260685326.00,,86451708165.00,-2281905372173.00,-4019572408261.00,-6196626596677.00,19285763472.00,0.00,2010163563631.00,-384557183246.00,1625606380385.00,74612191366.00,1550994189019.00,2089.00,2010163563631.00,211803973840.00,1375000000000.00,1100000000000.00
5,162,BVH,Tập đoàn Bảo Việt,HOSE,Tài chính,Bảo hiểm,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,5,2023,Đã kiểm toán,42659877832211.00,40080480185553.00,-2539018566999.00,13543366344269.00,-2826923433974.00,,102048945174.00,-1094026078899.00,-4968385574451.00,-8601430220349.00,30172514157.00,0.00,2236298700174.00,-376309456003.00,1859989244171.00,75128202764.00,1784861041407.00,2404.00,2236298700174.00,203390740109.00,1375000000000.00,1100000000000.00
5,162,BVH,Tập đoàn Bảo Việt,HOSE,Tài chính,Bảo hiểm,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,5,2024,Chưa kiểm toán,42693927386925.00,39862204136345.00,-980726005289.00,12684696640597.00,-2102974914555.00,,96558447939.00,-1346684082032.00,-5783999441111.00,-8111409528432.00,30208777394.00,0.00,2620410226576.00,-463377222043.00,2157033004533.00,71808343193.00,2085224661340.00,2809.00,2620410226576.00,360708436055.00,1375000000000.00,1100000000000.00
5,163,BVL,BV Land,UPCoM,Tài chính,Bất động sản,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản",5,2020,Chưa kiểm toán,312078815808.00,312078815808.00,46932579709.00,3568749209.00,-3413578168.00,-10220844913.00,0.00,-25735967259.00,-15448422279.00,5903361212.00,4298345942.00,0.00,10201707154.00,-3609122640.00,6592584514.00,2964762064.00,3627822450.00,148.00,10201707154.00,8405680749.00,28115393621.00,22492314897.00
5,163,BVL,BV Land,UPCoM,Tài chính,Bất động sản,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản",5,2021,Chưa kiểm toán,599622251490.00,599622251490.00,77828127029.00,9812960218.00,-9828280956.00,-4405158002.00,0.00,-26665233089.00,-21889442219.00,29258130983.00,1437542389.00,0.00,30695673372.00,-7652507715.00,23043165657.00,2444673192.00,20598492465.00,841.00,30695673372.00,10601908723.00,195774000000.00,162378000000.00
5,163,BVL,BV Land,UPCoM,Tài chính,Bất động sản,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản",5,2022,Chưa kiểm toán,1158344511432.00,1158344511432.00,233113952016.00,11728736292.00,-34282018116.00,-30866993393.00,0.00,-48647215386.00,-44852373584.00,117061081222.00,53309730078.00,0.00,170370811300.00,-26283809750.00,144087001550.00,20764005557.00,123322995993.00,2169.00,170370811300.00,-46659141996.00,67140000000.00,49137000000.00
5,163,BVL,BV Land,UPCoM,Tài chính,Bất động sản,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản",5,2023,Đã kiểm toán,1035173221559.00,1035173221559.00,177685276640.00,18263012969.00,-42448015439.00,-38132807196.00,582845491.00,-51492145156.00,-35942883366.00,66648091139.00,6356128236.00,0.00,73004219375.00,-17411138183.00,55593081192.00,17595392196.00,37997688996.00,663.00,73004219375.00,15040294566.00,67140000000.00,49137000000.00
5,163,BVL,BV Land,UPCoM,Tài chính,Bất động sản,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản",5,2024,Chưa kiểm toán,805020057515.00,805020057515.00,94729038180.00,19320426932.00,-13784750351.00,-11914446411.00,467244623.00,-37750460390.00,-41113406007.00,21868092987.00,4756561410.00,0.00,26624654397.00,-12118651272.00,14506003125.00,7736682846.00,6769320279.00,90.00,26624654397.00,15138942110.00,67140000000.00,49137000000.00
5,164,BVN,Bông Việt Nam,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng cá nhân,5,2020,Đã kiểm toán,24932036569.00,24808731569.00,7495937070.00,5367805530.00,329462836.00,-1981241131.00,0.00,-654455802.00,-13609626795.00,-1070877161.00,-2881752493.00,0.00,-3952629654.00,-24556000.00,-3977185654.00,0.00,-3977185654.00,-795.00,,,14967000000.00,11973600000.00
5,164,BVN,Bông Việt Nam,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng cá nhân,5,2021,Đã kiểm toán,46793324802.00,46786210002.00,28873829542.00,1573082297.00,-14236753594.00,-4147488892.00,0.00,-524985454.00,-12744413319.00,2940759472.00,606662371.00,0.00,3547421843.00,0.00,3547421843.00,0.00,3547421843.00,709.00,,,2500000000.00,2000000000.00
5,164,BVN,Bông Việt Nam,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng cá nhân,5,2022,Đã kiểm toán,50825367597.00,50825135023.00,31874404271.00,3387700837.00,-3974384019.00,-3942890334.00,0.00,-94181819.00,-10432372448.00,20761166822.00,294021570.00,0.00,21055188392.00,195000000.00,21250188392.00,0.00,21250188392.00,4250.00,,,20000000000.00,16000000000.00
5,164,BVN,Bông Việt Nam,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng cá nhân,5,2023,Đã kiểm toán,49378345344.00,49378345344.00,29400153034.00,458488377.00,-1279168037.00,-1274126424.00,0.00,-82526816.00,-7631952604.00,20864993954.00,-274943107.00,0.00,20590050847.00,-3682495827.00,16907555020.00,0.00,16907555020.00,3314.00,,,20000000000.00,16000000000.00
5,164,BVN,Bông Việt Nam,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng cá nhân,,,,,,,,,,,,,,,,,,,,,,,,20000000000.00,16000000000.00
5,165,BVS,Chứng khoán Bảo Việt,HNX,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5,2020,Đã kiểm toán,,568059725331.00,249656125038.00,26090687204.00,-32741432784.00,-32541145600.00,0.00,0.00,-88631504670.00,154373874788.00,-41604882.00,0.00,154332269906.00,-21952112634.00,132380157272.00,0.00,132380157272.00,1389.00,,,241000000000.00,202000000000.00
5,165,BVS,Chứng khoán Bảo Việt,HNX,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5,2021,Đã kiểm toán,,1138320047459.00,628793837320.00,8792447997.00,-108584696879.00,-108584696879.00,0.00,0.00,-177412970802.00,351588617636.00,-560663147.00,0.00,351027954489.00,-68083633071.00,282944321418.00,0.00,282944321418.00,3042.00,,,213600000000.00,166400000000.00
5,165,BVS,Chứng khoán Bảo Việt,HNX,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5,2022,Đã kiểm toán,,855266055502.00,371977042187.00,66278257720.00,-143702812591.00,-134707639269.00,0.00,0.00,-115303233805.00,179249253511.00,1754501762.00,0.00,181003755273.00,-34115869042.00,146887886231.00,0.00,146887886231.00,2782.00,,,193900000000.00,155700000000.00
5,165,BVS,Chứng khoán Bảo Việt,HNX,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5,2023,Đã kiểm toán,,870493836206.00,438656046515.00,64989249921.00,-123350600129.00,-123350587766.00,0.00,0.00,-144884850844.00,235409845463.00,-185282285.00,0.00,235224563178.00,-39501123275.00,195723439903.00,0.00,195723439903.00,2052.00,,,193900000000.00,155700000000.00
5,165,BVS,Chứng khoán Bảo Việt,HNX,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5,2024,Chưa kiểm toán,,990555836109.00,489881957954.00,2211581254.00,-134843724003.00,-134843724003.00,0.00,0.00,-152001203534.00,205248611671.00,-115050717.00,0.00,205133560954.00,-33816522367.00,171317038587.00,0.00,171317038587.00,2315.00,,,193900000000.00,155700000000.00
5,166,BWA,Cấp thoát nước và Xây dựng Bảo Lộc,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,5,2020,Chưa kiểm toán,26178780369.00,26178042069.00,10909203663.00,153779873.00,0.00,0.00,0.00,-5411508227.00,-2854228003.00,2797247306.00,-31100819.00,0.00,2766146487.00,-388362779.00,2377783708.00,0.00,2377783708.00,794.00,2766146487.00,2804338231.00,1765680000.00,1412544000.00
5,166,BWA,Cấp thoát nước và Xây dựng Bảo Lộc,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,5,2021,Chưa kiểm toán,29798147483.00,29798147483.00,10413298138.00,134998493.00,0.00,0.00,0.00,-5901374133.00,-2361488138.00,2285434360.00,-354537798.00,0.00,1930896562.00,-452941526.00,1477955036.00,0.00,1477955036.00,547.00,1930896562.00,3031894614.00,1685972000.00,1348777600.00
5,166,BWA,Cấp thoát nước và Xây dựng Bảo Lộc,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,5,2022,Chưa kiểm toán,32055721362.00,32055721362.00,11154388843.00,273368030.00,0.00,0.00,0.00,-6631929068.00,-2891857472.00,1903970333.00,-16256349.00,0.00,1887713984.00,-456350938.00,1431363046.00,0.00,1431363046.00,530.00,1887713984.00,3133738970.00,561662400.00,449329920.00
5,166,BWA,Cấp thoát nước và Xây dựng Bảo Lộc,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,5,2023,Đã kiểm toán,35334528342.00,35334528342.00,10149986507.00,306133224.00,0.00,0.00,0.00,-5649406506.00,-2973308420.00,1833404805.00,-616165753.00,0.00,1217239052.00,-422567695.00,794671357.00,0.00,794671357.00,294.00,1217239052.00,3075210980.00,561662400.00,449329920.00
5,166,BWA,Cấp thoát nước và Xây dựng Bảo Lộc,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,,,,,,,,,,,,,,,,,,,,,,,,561662400.00,449329920.00
5,167,BWE,Nước - Môi trường Bình Dương,HOSE,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,5,2020,Chưa kiểm toán,3025337455580.00,3025337455580.00,1236078508544.00,42457996078.00,-214600628063.00,-155533630972.00,16282502783.00,-356175239117.00,-132884167797.00,591158972428.00,5077335222.00,0.00,596236307650.00,-60805897838.00,535430409812.00,46282984.00,535384126828.00,2748.00,600106920562.00,466037552999.00,687500000000.00,550000000000.00
5,167,BWE,Nước - Môi trường Bình Dương,HOSE,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,5,2021,Chưa kiểm toán,3135285985989.00,3118867216733.00,1314780773409.00,110225413147.00,-79127457133.00,-154713371551.00,8022385041.00,-324823029624.00,-145443725956.00,883634358884.00,-19967391963.00,0.00,863666966921.00,-108524471500.00,755142495421.00,6586332334.00,748556163087.00,3254.00,863666966921.00,484162321904.00,937500000000.00,750000000000.00
5,167,BWE,Nước - Môi trường Bình Dương,HOSE,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,5,2022,Chưa kiểm toán,3483746674741.00,3483746674741.00,1421066394467.00,104210980933.00,-225660680172.00,-170492600996.00,18153543479.00,-320162135327.00,-181992620764.00,815615482616.00,22552262525.00,0.00,838167745141.00,-91608074255.00,746559670886.00,3717464099.00,742842206787.00,3196.00,838167745141.00,479256052509.00,900000000000.00,720000000000.00
5,167,BWE,Nước - Môi trường Bình Dương,HOSE,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,5,2023,Đã kiểm toán,3525936181744.00,3525936181744.00,1563615191682.00,126290131217.00,-394531834851.00,-344396591022.00,43376178662.00,-370124454272.00,-213812575167.00,754812637271.00,7089590832.00,0.00,761902228103.00,-79920662939.00,681981565164.00,7520279197.00,674461285967.00,2902.00,761902228103.00,545660439274.00,900000000000.00,720000000000.00
5,167,BWE,Nước - Môi trường Bình Dương,HOSE,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,5,2024,Chưa kiểm toán,3958979633852.00,3958979633852.00,1693211157367.00,131640103337.00,-493966060981.00,-328772476592.00,43535672993.00,-382326744296.00,-261218886524.00,730875241896.00,10203602818.00,0.00,741078844714.00,-76987737430.00,664091107284.00,22055456829.00,642035650455.00,2423.00,741078844714.00,636220915932.00,900000000000.00,720000000000.00
5,168,BWS,Cấp Nước Bà Rịa Vũng Tàu,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,5,2020,Chưa kiểm toán,674546954114.00,674546954114.00,328792481487.00,33046456634.00,-272466212.00,0.00,0.00,-61479349233.00,-41987689212.00,258099433464.00,178866200.00,0.00,258278299664.00,-26397161720.00,231881137944.00,0.00,231881137944.00,2342.00,258278299664.00,93992819467.00,227096000000.00,203037000000.00
5,168,BWS,Cấp Nước Bà Rịa Vũng Tàu,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,5,2021,Chưa kiểm toán,628981911965.00,628981911965.00,297396502355.00,18159127469.00,-231147598.00,-231147598.00,0.00,-54962431843.00,-38786218600.00,221575831783.00,606398088.00,0.00,222182229871.00,-23358562059.00,198823667812.00,0.00,198823667812.00,1878.00,222182229871.00,95412503859.00,223000000000.00,199500000000.00
5,168,BWS,Cấp Nước Bà Rịa Vũng Tàu,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,5,2022,Chưa kiểm toán,680529275352.00,680529275352.00,370494098888.00,18681699129.00,-497881273.00,-497881273.00,0.00,-118107083745.00,-71275977669.00,199294855330.00,15401828243.00,0.00,214696683573.00,-23035872583.00,191660810990.00,0.00,191660810990.00,1810.00,214696683573.00,107199008390.00,215500000000.00,193250000000.00
5,168,BWS,Cấp Nước Bà Rịa Vũng Tàu,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,5,2023,Đã kiểm toán,682500956634.00,682500956634.00,357783395131.00,36662256038.00,0.00,0.00,0.00,-62719523327.00,-75437707538.00,256288420304.00,1734407402.00,0.00,258022827706.00,-25540514661.00,232482313045.00,0.00,232482313045.00,2239.00,258022827706.00,113656576338.00,215500000000.00,193250000000.00
5,168,BWS,Cấp Nước Bà Rịa Vũng Tàu,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,5,2024,Chưa kiểm toán,808693606516.00,744580341694.00,436596683469.00,24742197182.00,0.00,0.00,0.00,-83205031198.00,-93131505331.00,285002344122.00,320602508.00,0.00,285322946630.00,-30067012942.00,255255933688.00,0.00,255255933688.00,0.00,285322946630.00,97746638457.00,215500000000.00,193250000000.00
5,169,BXH,Bao bì Xi măng HP,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói,5,2020,Chưa kiểm toán,203893516622.00,203893516622.00,30807222979.00,56812648.00,-1944546999.00,-1944546999.00,0.00,-5192462556.00,-19174518983.00,4552507089.00,518465068.00,0.00,5070972157.00,-1078017880.00,3992954277.00,0.00,3992954277.00,1326.00,5070972157.00,2634084231.00,2346000000.00,1876800000.00
5,169,BXH,Bao bì Xi măng HP,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói,5,2021,Chưa kiểm toán,229499772416.00,229499772416.00,25600849298.00,18969655.00,-1546828070.00,-1546828070.00,0.00,-4887347116.00,-17385834172.00,1799809595.00,600461900.00,0.00,2400271495.00,-771258089.00,1629013406.00,0.00,1629013406.00,300.00,2400271495.00,1960729256.00,1850000000.00,1480000000.00
5,169,BXH,Bao bì Xi măng HP,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói,5,2022,Chưa kiểm toán,214861128652.00,214861128652.00,25885195649.00,12816586.00,-1218209269.00,-1218209269.00,0.00,-4571572558.00,-18543560155.00,1564670253.00,445944034.00,0.00,2010614287.00,-454663563.00,1555950724.00,0.00,1555950724.00,517.00,2010614287.00,1619710226.00,1181000000.00,945000000.00
5,169,BXH,Bao bì Xi măng HP,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói,5,2023,Đã kiểm toán,217191879661.00,217191879661.00,26032160915.00,63204924.00,-390085421.00,-390085421.00,0.00,-6737122367.00,-18707911412.00,260246639.00,1310686023.00,0.00,1570932662.00,-367319660.00,1203613002.00,0.00,1203613002.00,400.00,1570932662.00,1255295703.00,1181000000.00,945000000.00
5,169,BXH,Bao bì Xi măng HP,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói,5,2024,Chưa kiểm toán,170165944457.00,170165944457.00,17238993625.00,58830439.00,-389370654.00,-389370654.00,0.00,-3691744138.00,-13951646940.00,-734937668.00,1491418530.00,0.00,756480862.00,-213094572.00,543386290.00,0.00,543386290.00,0.00,,,1181000000.00,945000000.00
5,170,C21,Thế kỷ 21,UPCoM,Tài chính,Bất động sản,Bất động sản,Bất động sản,5,2020,Chưa kiểm toán,80914492721.00,80859583630.00,21773157623.00,87501202135.00,-71497356565.00,-50475552.00,-237098500.00,-5534306154.00,-22531145356.00,9474453183.00,-945333156.00,0.00,8529120027.00,-3117410612.00,5411709415.00,-4551408445.00,9963117860.00,480.00,8529120027.00,16204737909.00,12500000000.00,10000000000.00
5,170,C21,Thế kỷ 21,UPCoM,Tài chính,Bất động sản,Bất động sản,Bất động sản,5,2021,Chưa kiểm toán,33534151586.00,33534151586.00,6382541687.00,22277615992.00,-6103872096.00,0.00,-1029805319.00,-3755096237.00,-15488703784.00,2282680243.00,629981067.00,0.00,2912661310.00,-1774617780.00,1138043530.00,-2462270179.00,3600313709.00,167.00,2912661310.00,12935432432.00,8750000000.00,7000000000.00
5,170,C21,Thế kỷ 21,UPCoM,Tài chính,Bất động sản,Bất động sản,Bất động sản,5,2022,Chưa kiểm toán,67723606048.00,67723606048.00,37125431394.00,7200582363.00,-8763602704.00,0.00,-284469578.00,-5402765024.00,-21646757712.00,8228418739.00,791588410.00,0.00,9020007149.00,-2363233171.00,6656773978.00,189680202.00,6467093776.00,330.00,9020007149.00,11417069489.00,8750000000.00,7000000000.00
5,170,C21,Thế kỷ 21,UPCoM,Tài chính,Bất động sản,Bất động sản,Bất động sản,5,2023,Đã kiểm toán,79199528022.00,79075042297.00,48258584896.00,16360965850.00,-9492510686.00,0.00,-13749291915.00,-5185145451.00,-20058681640.00,16133921054.00,273483498.00,0.00,16407404552.00,-2300512231.00,14106892321.00,2889030561.00,11217861760.00,547.00,16407404552.00,9604450340.00,8750000000.00,7000000000.00
5,170,C21,Thế kỷ 21,UPCoM,Tài chính,Bất động sản,Bất động sản,Bất động sản,5,2024,Chưa kiểm toán,93352007158.00,93251958232.00,62705140828.00,1796275974.00,-32405191981.00,-44991781.00,-18249802564.00,-4551032374.00,-13965342910.00,-4669953027.00,24925973125.00,0.00,20256020098.00,-4698651733.00,15557368365.00,529638275.00,15027730090.00,752.00,20256020098.00,17148788919.00,8750000000.00,7000000000.00
5,171,C22,Công ty 22,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,5,2020,Đã kiểm toán,436722285749.00,431817675801.00,52046954879.00,542246025.00,-97770070.00,0.00,0.00,-12147692565.00,-29327136831.00,11016601438.00,601588363.00,0.00,11618189801.00,-2323637962.00,9294551839.00,0.00,9294551839.00,2279.00,,,11732500000.00,9386000000.00
5,171,C22,Công ty 22,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,5,2021,Đã kiểm toán,346648791851.00,341679065926.00,46212234300.00,83042176.00,-85738745.00,0.00,0.00,-7914518061.00,-28367495831.00,9927523839.00,201781882.00,0.00,10129305721.00,-2025861144.00,8103444577.00,0.00,8103444577.00,1685.00,,,12710000000.00,10168000000.00
5,171,C22,Công ty 22,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,5,2022,Đã kiểm toán,361366932746.00,356877070489.00,40793283910.00,35325678.00,-106073225.00,0.00,0.00,-8727777156.00,-22640588321.00,9354170886.00,1141267161.00,0.00,10495438047.00,-2163402145.00,8332035902.00,0.00,8332035902.00,2347.00,,,13250000000.00,10600000000.00
5,171,C22,Công ty 22,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,5,2023,Đã kiểm toán,305885814555.00,302083843778.00,44678015490.00,46031099.00,-310342169.00,-216297169.00,0.00,-12209692400.00,-24327852517.00,7876159503.00,360693560.00,0.00,8236853063.00,-1647370613.00,6589482450.00,0.00,6589482450.00,1856.00,,,13250000000.00,10600000000.00
5,171,C22,Công ty 22,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,,,,,,,,,,,,,,,,,,,,,,,,13250000000.00,10600000000.00
5,172,C32,CIC39,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,5,2020,Chưa kiểm toán,638232429348.00,638219363218.00,125706363458.00,16406707428.00,-18003512920.00,-17778854432.00,7041922610.00,-35151850484.00,-4056818583.00,91942811509.00,8510814373.00,0.00,100453625882.00,-17341495595.00,83112130287.00,-1471444.00,83113601731.00,5070.00,100453625882.00,24081455787.00,87000000000.00,69000000000.00
5,172,C32,CIC39,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,5,2021,Chưa kiểm toán,515892584204.00,515892584204.00,72148510909.00,57661014750.00,-13394553818.00,-12288098556.00,12178529396.00,-24841576471.00,-21906132281.00,81845792485.00,7780043225.00,0.00,89625835710.00,-14336252420.00,75289583290.00,-721928.00,75290305218.00,4618.00,89625835710.00,24775158449.00,62000000000.00,49000000000.00
5,172,C32,CIC39,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,5,2022,Chưa kiểm toán,571794811757.00,571763259757.00,61747511154.00,7766525405.00,-21648413104.00,-15213346653.00,8112050170.00,-22087834334.00,-17360703360.00,16529135931.00,7261979312.00,0.00,23791115243.00,-3280172452.00,20510942791.00,916315.00,20510026476.00,1298.00,23791115243.00,24827304346.00,31250000000.00,25000000000.00
5,172,C32,CIC39,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,5,2023,Đã kiểm toán,494136907209.00,494116022209.00,47395165237.00,7783254320.00,-14836349988.00,-17831907845.00,-31149402.00,-27785326370.00,-40744767798.00,-28219174001.00,1237025725.00,0.00,-26982148276.00,0.00,-26982148276.00,1585293.00,-26983733569.00,-1795.00,-26982148276.00,24694353548.00,31250000000.00,25000000000.00
