Unnamed: 0,STT,Mã,Tên công ty,Sàn,Ngành ICB - cấp 1,Ngành ICB - cấp 2,Ngành ICB - cấp 3,Ngành ICB - cấp 4,Quý,Năm,Trạng thái kiểm toán,Tổng lợi nhuận kế toán trước thuế,Khấu hao TSCĐ,Lãi/(lỗ) trước những thay đổi vốn lưu động,Lưu chuyển tiền tệ ròng từ các hoạt động sản xuất kinh doanh (TT),"Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác (TT)","Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác (TT)","Tiền chi cho vay, mua các công cụ nợ của đợn vị khác (TT)","Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác (TT)",Lưu chuyển tiền tệ ròng từ hoạt động đầu tư (TT),"Tiền thu từ phát hành cổ phiếu, nhận góp vốn của chủ sở hữu (TT)","Tiền trả lại vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành (TT)",Tiền thu được các khoản đi vay (TT),Tiền trả nợ gốc vay (TT),Tiền thanh toán vốn gốc đi thuê tài chính (TT),Cổ tức đã trả (TT),Lưu chuyển tiền tệ từ hoạt động tài chính (TT),Lưu chuyển tiền thuần trong kỳ (TT),Tiền và tương đương tiền đầu kỳ (TT),Ảnh hưởng của chênh lệch tỷ giá (TT),Tiền và tương đương tiền cuối kỳ (TT)
5,1,A32,Công ty 32,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Giầy dép,5,2020,Đã kiểm toán,51462500000.00,,,4279750731.00,-5442645248.00,9090909.00,0.00,0.00,3292741725.00,0.00,0.00,36965000000.00,-45686758876.00,0.00,-14960000000.00,-23681758876.00,-16109266420.00,60513753437.00,-45406231.00,44359080786.00
5,1,A32,Công ty 32,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Giầy dép,5,2021,Đã kiểm toán,41515000000.00,,,66906678336.00,-4580133081.00,1948181818.00,0.00,0.00,4458803530.00,0.00,0.00,0.00,0.00,0.00,-18428000000.00,-18428000000.00,52937481866.00,44359080786.00,2680724.00,97299243376.00
5,1,A32,Công ty 32,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Giầy dép,5,2022,Đã kiểm toán,45146000000.00,,,-15759256355.00,-6429486876.00,0.00,0.00,0.00,4447019851.00,0.00,0.00,0.00,0.00,0.00,-28146580000.00,-28146580000.00,-39458816504.00,97299243376.00,-44335675.00,57796091197.00
5,1,A32,Công ty 32,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Giầy dép,5,2023,Đã kiểm toán,45146000000.00,,,11446689905.00,-7553203392.00,741000000.00,0.00,0.00,4213326353.00,0.00,0.00,0.00,0.00,0.00,-17228290000.00,-17228290000.00,-1568273742.00,57796091197.00,-23978876.00,56203838579.00
5,1,A32,Công ty 32,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Giầy dép,,,,45146000000.00,,,,,,,,,,,,,,,,,,,
5,2,AAA,An Phát Bioplastics,HOSE,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",5,2020,Chưa kiểm toán,687500000000.00,287129075280.00,678371452879.00,612538718206.00,-271433582812.00,4112727274.00,-1763101249909.00,2683864408389.00,34701081384.00,569961500000.00,0.00,6929547159005.00,-7365247885274.00,0.00,-108671913000.00,25588860731.00,672828660321.00,291674680985.00,-786219254.00,963717122052.00
5,2,AAA,An Phát Bioplastics,HOSE,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",5,2021,Chưa kiểm toán,658750000000.00,315934993090.00,741876253734.00,443620282772.00,-668611230534.00,6450677615.00,-1621059878400.00,2039289323027.00,-150390199871.00,1145712154488.00,0.00,8908162396049.00,-9166083799630.00,0.00,-148545935501.00,739244815406.00,1032474898307.00,963717122052.00,-8021280177.00,1988170740182.00
5,2,AAA,An Phát Bioplastics,HOSE,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",5,2022,Chưa kiểm toán,625000000000.00,311000570200.00,591750026987.00,97095210426.00,-168326440417.00,5988373461.00,-627265480000.00,566435708400.00,-1093758714092.00,854220890000.00,0.00,7891352976594.00,-8114479429801.00,0.00,-152250000.00,630942186793.00,-365721316873.00,1988170740182.00,20528629131.00,1642978052440.00
5,2,AAA,An Phát Bioplastics,HOSE,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",5,2023,Đã kiểm toán,625000000000.00,330970771702.00,618901175077.00,2615215818513.00,-643183016026.00,8127328351.00,-2260926390806.00,1870983530000.00,-1599360204269.00,0.00,0.00,6422374307663.00,-6658111047622.00,0.00,-127343500.00,-235864083459.00,779991530785.00,1642978052440.00,12088699258.00,2435058282483.00
5,2,AAA,An Phát Bioplastics,HOSE,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",5,2024,Chưa kiểm toán,625000000000.00,392935082692.00,848054129615.00,694089539672.00,-838759386525.00,23131262833.00,-2373728801178.00,2971976088808.00,-982995774473.00,0.00,0.00,7010231206347.00,-6735784554193.00,-3502410204.00,-10532850000.00,260411391950.00,-28494842851.00,2435058282483.00,12954465473.00,2419517905105.00
5,3,AAH,Than Hợp Nhất,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai thác Than,5,2023,Đã kiểm toán,138500000000.00,75350672371.00,85377178598.00,149110624100.00,-10860551180.00,648148148.00,-197530000000.00,168000000000.00,-124388381684.00,0.00,0.00,107033392772.00,-103921125405.00,-440000000.00,0.00,2672267367.00,27394509783.00,3313407474.00,29426.00,30707946683.00
5,3,AAH,Than Hợp Nhất,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai thác Than,5,2024,Chưa kiểm toán,138500000000.00,,,9779875976.00,0.00,0.00,-243468099999.00,262115730532.00,-56852369467.00,0.00,0.00,152829569350.00,-127721836717.00,0.00,0.00,25107732633.00,-21964760858.00,30707946683.00,0.00,8743185825.00
5,4,AAM,Thủy sản Mekong,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,5,2020,Chưa kiểm toán,0.00,3308823611.00,-12842439217.00,-24311448296.00,-1370951179.00,200000000.00,-26000000000.00,58350000000.00,34349593895.00,0.00,0.00,16735627507.00,-9152500305.00,0.00,-5225591000.00,2357536202.00,12395681801.00,13793393220.00,69672834.00,26258747855.00
5,4,AAM,Thủy sản Mekong,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,5,2021,Chưa kiểm toán,1000000000.00,3114330669.00,2477729253.00,45312490419.00,-746072727.00,0.00,-5000000000.00,3000000000.00,-2287699235.00,0.00,0.00,4375700000.00,-11958827202.00,0.00,0.00,-7583127202.00,35441663982.00,26258747855.00,111883619.00,61812295456.00
5,4,AAM,Thủy sản Mekong,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,5,2022,Chưa kiểm toán,10000000000.00,3256641665.00,18099193250.00,-3970805102.00,-3217643736.00,0.00,-112000000000.00,65000000000.00,-48053251476.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-52024056578.00,61812295456.00,462657296.00,10250896174.00
5,4,AAM,Thủy sản Mekong,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,5,2023,Đã kiểm toán,10000000000.00,2622589146.00,-43968006.00,-24230847125.00,-238000000.00,0.00,-25000000000.00,69000000000.00,44001754869.00,0.00,0.00,0.00,0.00,0.00,-7315827400.00,-7315827400.00,12455080344.00,10250896174.00,183008128.00,22888984646.00
5,4,AAM,Thủy sản Mekong,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,5,2024,Chưa kiểm toán,10000000000.00,1942401752.00,-5063266189.00,34043716170.00,-105000000.00,0.00,0.00,5000000000.00,5443429617.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39487145787.00,22888984646.00,320568522.00,62696698955.00
5,5,AAS,Chứng khoán SmartInvest,UPCoM,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5,2020,Chưa kiểm toán,4805350851.00,23477333385.00,,49065683797.00,-694408273.00,0.00,0.00,0.00,-409771999.00,0.00,0.00,176451984130.00,-155836111123.00,0.00,0.00,20615873007.00,69271784805.00,184253074958.00,0.00,253524859763.00
5,5,AAS,Chứng khoán SmartInvest,UPCoM,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5,2021,Chưa kiểm toán,600000000000.00,23641926722.00,,-195284779549.00,-2256991000.00,0.00,0.00,0.00,-1837592372.00,490000000000.00,0.00,155802777786.00,-165850595246.00,0.00,0.00,479952182540.00,282829810619.00,253524859763.00,0.00,536354670382.00
5,5,AAS,Chứng khoán SmartInvest,UPCoM,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5,2022,Chưa kiểm toán,105385061848.00,1334566187.00,,-520933104352.00,-194923134291.00,0.00,0.00,0.00,-194002090454.00,0.00,0.00,967032239617.00,-537849319452.00,0.00,0.00,429182920165.00,-285752274641.00,536354670382.00,0.00,250602395741.00
5,5,AAS,Chứng khoán SmartInvest,UPCoM,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5,2023,Đã kiểm toán,105385061848.00,2711461303.00,,-1018109556688.00,-33621497940.00,0.00,0.00,0.00,-33221847732.00,799938400000.00,0.00,3383482952605.00,-2814151092825.00,0.00,0.00,1369270259780.00,317938855360.00,250602395741.00,0.00,568541251101.00
5,5,AAS,Chứng khoán SmartInvest,UPCoM,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5,2024,Chưa kiểm toán,105385061848.00,5728288758.00,,-1632453865966.00,-42108669812.00,0.00,0.00,0.00,-41737521338.00,0.00,0.00,7149601699433.00,-5748951498423.00,0.00,0.00,1400650201010.00,-273541186294.00,568541251101.00,0.00,295000064807.00
5,6,AAT,Tập đoàn Tiên Sơn Thanh Hóa,HOSE,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,5,2020,Đã kiểm toán,62500000000.00,,,1019204676.00,-29960257964.00,65154773200.00,0.00,0.00,35255740913.00,0.00,0.00,166371786517.00,-187107753534.00,-939440000.00,0.00,-21675407017.00,14599538572.00,5126341359.00,140492.00,19726020423.00
5,6,AAT,Tập đoàn Tiên Sơn Thanh Hóa,HOSE,Thực ,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,5,2021,Đã kiểm toán,162500000000.00,,,48150054552.00,-296957978771.00,0.00,0.00,0.00,-296750944935.00,250000000000.00,0.00,346559293748.00,-241326577646.00,0.00,-33052045000.00,322180671102.00,73579780719.00,19726020423.00,10638766.00,93316439908.00
5,6,AAT,Tập đoàn Tiên Sơn Thanh Hóa,HOSE,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,5,2022,Đã kiểm toán,62500000000.00,,,-238468566446.00,-114088068041.00,298858188000.00,-36900000000.00,0.00,147988906319.00,0.00,0.00,270562182170.00,-257586382342.00,0.00,0.00,12975799828.00,-77503860299.00,93316439908.00,0.00,15812579609.00
5,6,AAT,Tập đoàn Tiên Sơn Thanh Hóa,HOSE,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,5,2023,Đã kiểm toán,62500000000.00,,,41388654406.00,-6257540771.00,6257540771.00,-39000000000.00,1000000000.00,-36009573348.00,0.00,0.00,241828429841.00,-258355837948.00,-2424797060.00,0.00,-18952205167.00,-13573124109.00,15812579609.00,-160236416.00,2079219084.00
5,6,AAT,Tập đoàn Tiên Sơn Thanh Hóa,HOSE,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,5,2024,Chưa kiểm toán,62500000000.00,41363636773.00,37000559074.00,-71345568701.00,-27387912903.00,0.00,-26588010013.00,20000000000.00,38411747365.00,0.00,0.00,283321538050.00,-239779712908.00,0.00,0.00,42348981428.00,9415160092.00,2079219084.00,0.00,11494379176.00
5,7,AAV,Việt Tiên Sơn Địa ốc,HNX,Tài chính,Bất động sản,Bất động sản,Bất động sản,5,2020,Chưa kiểm toán,37500000000.00,7547333313.00,26405954721.00,-24449609505.00,-4348203989.00,0.00,-2978528878.00,2300000000.00,-3847990497.00,0.00,0.00,176841550349.00,-165276447455.00,0.00,0.00,11565102894.00,-16732497108.00,19757069423.00,207569.00,3024779884.00
5,7,AAV,Việt Tiên Sơn Địa ốc,HNX,Tài chính,Bất động sản,Bất động sản,Bất động sản,5,2021,Chưa kiểm toán,23750000000.00,3629315808.00,38962122746.00,-369349456800.00,-9880768397.00,11693219.00,0.00,26978528878.00,19315546968.00,365950000000.00,0.00,109416401046.00,-126144212635.00,0.00,0.00,349222188411.00,-811721421.00,3024779884.00,0.00,2213058463.00
5,7,AAV,Việt Tiên Sơn Địa ốc,HNX,Tài chính,Bất động sản,Bất động sản,Bất động sản,5,2022,Chưa kiểm toán,16250000000.00,9773646195.00,28240965729.00,-29951178675.00,-11469016104.00,0.00,-54259910500.00,0.00,-63782840792.00,23314810000.00,0.00,244461609698.00,-173008185110.00,0.00,-805000000.00,93963234588.00,229215121.00,2213058463.00,0.00,2442273584.00
5,7,AAV,Việt Tiên Sơn Địa ốc,HNX,Tài chính,Bất động sản,Bất động sản,Bất động sản,5,2023,Đã kiểm toán,16250000000.00,2178976005.00,-44647796627.00,30319080247.00,0.00,0.00,-18240000000.00,19238289500.00,3515773672.00,0.00,0.00,77420690000.00,-113260322414.00,0.00,0.00,-35839632414.00,-2004778495.00,2442273584.00,0.00,437495089.00
5,7,AAV,Việt Tiên Sơn Địa ốc,HNX,Tài chính,Bất động sản,Bất động sản,Bất động sản,5,2024,Chưa kiểm toán,16250000000.00,11351265490.00,-6229941130.00,213549930794.00,0.00,0.00,-298000000000.00,160000000000.00,-211388265590.00,0.00,0.00,112682700000.00,-110136053000.00,0.00,0.00,2546647000.00,4708312204.00,437495089.00,0.00,5145807293.00
5,8,ABA,Giải pháp Thương mại A BA,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,5,2023,Đã kiểm toán,,39763398958.00,25020148717.00,-21060529149.00,-138661659.00,169949495.00,0.00,0.00,45409380.00,0.00,0.00,227986706258.00,-220488405070.00,0.00,0.00,7498301188.00,-13516818581.00,16816479315.00,3859596.00,3303520330.00
5,8,ABA,Giải pháp Thương mại A BA,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,5,2024,Chưa kiểm toán,,37306481005.00,29334596122.00,-5911265314.00,0.00,860202020.00,0.00,0.00,860202020.00,0.00,0.00,193181717732.00,-184260796229.00,0.00,0.00,8920921503.00,3869858209.00,3303520330.00,0.00,7173378539.00
5,9,ABB,Ngân hàng An Bình,UPCoM,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,5,2020,Đã kiểm toán,1973000000000.00,,1676725000000.00,4288627000000.00,-91710000000.00,,,,-15461000000.00,0.00,,0.00,0.00,,0.00,0.00,4273166000000.00,22097527000000.00,0.00,26370693000000.00
5,9,ABB,Ngân hàng An Bình,UPCoM,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,5,2021,Đã kiểm toán,3079000000000.00,,2438113000000.00,-5914511000000.00,-53253000000.00,,,,47017000000.00,1291164000000.00,,0.00,0.00,,0.00,1291164000000.00,-4576330000000.00,26370693000000.00,0.00,21794363000000.00
5,9,ABB,Ngân hàng An Bình,UPCoM,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,5,2022,Đã kiểm toán,2826000000000.00,,2426262000000.00,2002178000000.00,-285844000000.00,,,,-204420000000.00,0.00,,0.00,0.00,,0.00,0.00,1797758000000.00,21794363000000.00,0.00,23592121000000.00
5,9,ABB,Ngân hàng An Bình,UPCoM,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,5,2023,Đã kiểm toán,2826000000000.00,,2624837000000.00,16444510000000.00,-121962000000.00,,,,34571000000.00,0.00,,0.00,0.00,,0.00,0.00,16479081000000.00,23592121000000.00,0.00,40071202000000.00
5,9,ABB,Ngân hàng An Bình,UPCoM,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,5,2024,Chưa kiểm toán,2826000000000.00,,1181619000000.00,6823487000000.00,-163215000000.00,,,,-10584000000.00,0.00,,0.00,0.00,,0.00,0.00,6812903000000.00,40071202000000.00,0.00,46884105000000.00
5,10,ABC,Truyền thông VMG,UPCoM,Viễn thông,Viễn thông,Viễn thông di động,Viễn thông di động,5,2020,Chưa kiểm toán,39436000000.00,4016007790.00,27188297338.00,-131007038421.00,-17249355203.00,167981737.00,-548297149843.00,571780599285.00,26618445059.00,0.00,0.00,1178122787068.00,-1110094613785.00,0.00,-20605186000.00,47422987283.00,-56965606079.00,66733090993.00,153496442.00,9920981356.00
5,10,ABC,Truyền thông VMG,UPCoM,Viễn thông,Viễn thông,Viễn thông di động,Viễn thông di động,5,2021,Chưa kiểm toán,0.00,8431776543.00,29258294871.00,-4811505960.00,-13940549319.00,0.00,-326877819411.00,327546794805.00,10769120344.00,0.00,0.00,901946313885.00,-906675379252.00,0.00,-120000000.00,-4849065367.00,1108549017.00,9920981356.00,-6451655.00,11023078718.00
5,10,ABC,Truyền thông VMG,UPCoM,Viễn thông,Viễn thông,Viễn thông di động,Viễn thông di động,5,2022,Chưa kiểm toán,35000000000.00,14609739795.00,70155242208.00,250141933817.00,-2555457274.00,250909091.00,-334833306059.00,287759425206.00,-26726645706.00,0.00,0.00,563988430333.00,-742226557204.00,0.00,0.00,-178238126871.00,45177161240.00,11023078718.00,-48266836.00,56151973122.00
5,10,ABC,Truyền thông VMG,UPCoM,Viễn thông,Viễn thông,Viễn thông di động,Viễn thông di động,5,2023,Đã kiểm toán,35000000000.00,12650267658.00,3751452373.00,-204781887031.00,-1805154208.00,31666486.00,-287814027397.00,500423802963.00,281326442863.00,0.00,0.00,193742647644.00,-206354857734.00,0.00,-29621574000.00,-42233784090.00,34310771742.00,53442451749.00,-15398150.00,87737825341.00
5,10,ABC,Truyền thông VMG,UPCoM,Viễn thông,Viễn thông,Viễn thông di động,Viễn thông di động,5,2024,Chưa kiểm toán,35000000000.00,9011348740.00,17785656173.00,199843125.00,-2013030909.00,0.00,-510890313273.00,412300000000.00,-86483478837.00,0.00,0.00,482704647345.00,-229436531390.00,0.00,-9927048000.00,243341067955.00,157057432243.00,87737825341.00,-11263273.00,244783994311.00
5,11,ABI,BH NH Nông Nghiệp,UPCoM,Tài chính,Bảo hiểm,Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,5,2020,Đã kiểm toán,300000000000.00,,,298136480943.00,-18148669866.00,1260000000.00,-860500000000.00,531500000000.00,-211907594080.00,0.00,0.00,0.00,0.00,0.00,-75444800000.00,-75444800000.00,10784086863.00,47694393644.00,0.00,58478480507.00
5,11,ABI,BH NH Nông Nghiệp,UPCoM,Tài chính,Bảo hiểm,Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,5,2021,Đã kiểm toán,271000000000.00,,,136992900322.00,-17158957024.00,200454545.00,-995500000000.00,756000000000.00,-123063266086.00,0.00,0.00,0.00,0.00,0.00,-15208880000.00,-15208880000.00,-1279245764.00,58478480507.00,0.00,57199234743.00
5,11,ABI,BH NH Nông Nghiệp,UPCoM,Tài chính,Bảo hiểm,Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,5,2022,Đã kiểm toán,305000000000.00,,,141332774593.00,-3574844781.00,83636363.00,-1141049000000.00,912000000000.00,-108895233055.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32437541538.00,57199234743.00,0.00,89636776281.00
5,11,ABI,BH NH Nông Nghiệp,UPCoM,Tài chính,Bảo hiểm,Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,5,2023,Đã kiểm toán,305000000000.00,,,157130405973.00,-22329356822.00,1000000.00,-1636559000000.00,1428108000000.00,-79833591069.00,0.00,0.00,0.00,0.00,0.00,-50098232600.00,-50098232600.00,27198582304.00,89636776281.00,0.00,116835358585.00
5,11,ABI,BH NH Nông Nghiệp,UPCoM,Tài chính,Bảo hiểm,Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,5,2024,Chưa kiểm toán,305000000000.00,,,174175382123.00,-9982389065.00,819516363.00,-1478954283421.00,1307954341723.00,-10652429601.00,8316740000.00,0.00,0.00,0.00,0.00,-142376115000.00,-134059375000.00,29463577522.00,116835358585.00,0.00,146298936107.00
5,12,ABR,Đầu tư Nhãn Hiệu Việt,HOSE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD,5,2020,Chưa kiểm toán,16834970000.00,8077156851.00,33251282878.00,23161850947.00,-2298527877.00,36419909.00,-61297972287.00,30000000000.00,-29264358067.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6102507120.00,102791258558.00,27872.00,96688779310.00
5,12,ABR,Đầu tư Nhãn Hiệu Việt,HOSE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD,5,2021,Chưa kiểm toán,16775000000.00,9863027470.00,30622798430.00,13258202571.00,-869318964.00,0.00,-102073917188.00,38263262166.00,-60674124279.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-47415921708.00,96688779310.00,0.00,49272857602.00
5,12,ABR,Đầu tư Nhãn Hiệu Việt,HOSE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD,5,2022,Chưa kiểm toán,39830800000.00,10661794776.00,39971231814.00,48357365073.00,-159185125.00,0.00,-160164298907.00,188856273761.00,-76230356792.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-27872991719.00,49272857602.00,0.00,21399865883.00
5,12,ABR,Đầu tư Nhãn Hiệu Việt,HOSE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD,5,2023,Đã kiểm toán,39830800000.00,7870208505.00,21233751769.00,13845315508.00,0.00,25000000000.00,-214096500000.00,145345494767.00,-31877178877.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-18031863369.00,21399865883.00,0.00,3368002514.00
5,12,ABR,Đầu tư Nhãn Hiệu Việt,HOSE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD,5,2024,Chưa kiểm toán,39830800000.00,1753884828.00,16929212860.00,-32374047721.00,0.00,0.00,-338102900000.00,356913780971.00,73280135805.00,0.00,0.00,0.00,0.00,0.00,-40000000000.00,-40000000000.00,906088084.00,3368002514.00,0.00,4274090598.00
5,13,ABS,DV Nông nghiệp Bình Thuận,HOSE,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,5,2020,Đã kiểm toán,75128292000.00,,,-272393529574.00,-65000000.00,0.00,0.00,9539484645.00,16892559186.00,0.00,0.00,594520375923.00,-323883464173.00,0.00,-14371072500.00,256265839250.00,764868862.00,1790467927.00,0.00,2555336789.00
5,13,ABS,DV Nông nghiệp Bình Thuận,HOSE,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,5,2021,Đã kiểm toán,90000000000.00,,,-562805723247.00,-51923097100.00,73388709700.00,0.00,0.00,21487831260.00,468161397000.00,0.00,969500451000.00,-855802398750.00,0.00,-39953271875.00,541906177375.00,588285388.00,2555336789.00,-527975.00,3143094202.00
5,13,ABS,DV Nông nghiệp Bình Thuận,HOSE,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,5,2022,Chưa kiểm toán,86000000000.00,808566264.00,72650152710.00,-60702561918.00,-2606433333.00,208333333.00,-1000000.00,0.00,-2050710512.00,0.00,0.00,1129729510167.00,-1066644093167.00,0.00,0.00,63085417000.00,332144570.00,3143094202.00,85321322.00,3560560094.00
5,13,ABS,DV Nông nghiệp Bình Thuận,HOSE,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",5,2023,Đã kiểm toán,86000000000.00,970409606.00,25981129645.00,-454578354158.00,-10836717181.00,130000000.00,-46000.00,340200000000.00,434151089984.00,0.00,0.00,527219190000.00,-468759694593.00,-39958651250.00,0.00,18500844157.00,-1926420017.00,3560560094.00,143944568.00,1778084645.00
5,13,ABS,DV Nông nghiệp Bình Thuận,HOSE,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",5,2024,Chưa kiểm toán,86000000000.00,,,531396557477.00,0.00,129926645.00,0.00,0.00,161923558.00,0.00,0.00,216640531373.00,-749858522506.00,0.00,0.00,-533217991133.00,-1659510098.00,1778084645.00,0.00,118574547.00
5,14,ABT,Thủy sản Bến Tre,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,5,2020,Chưa kiểm toán,35000000000.00,7198273039.00,20102873377.00,9605065116.00,-16913033648.00,872727273.00,-8500000000.00,25500000000.00,22282182220.00,0.00,0.00,144774128938.00,-133365420869.00,0.00,-11497238950.00,-88530881.00,31798716455.00,24874938365.00,-38522124.00,56635132696.00
5,14,ABT,Thủy sản Bến Tre,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,5,2021,Chưa kiểm toán,50000000000.00,7996373612.00,22868480750.00,-1912834571.00,-30021540163.00,1021727273.00,0.00,7000000000.00,-4944118437.00,0.00,0.00,218988983300.00,-189038956500.00,0.00,-11497257000.00,18452769800.00,11595816792.00,56635132696.00,-164880650.00,68066068838.00
5,14,ABT,Thủy sản Bến Tre,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,5,2022,Chưa kiểm toán,60000000000.00,9252799357.00,101295237676.00,133837850681.00,-23427742887.00,866667000.00,-63000000000.00,48000000000.00,-19251544466.00,5431728182.00,0.00,252620076395.00,-288625447346.00,0.00,-23272881900.00,-53846524669.00,60739781546.00,68066068838.00,-1502290373.00,127303560011.00
5,14,ABT,Thủy sản Bến Tre,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,5,2023,Đã kiểm toán,60000000000.00,11377979698.00,61171672702.00,59926096797.00,-12108928788.00,0.00,-180102000000.00,19697000000.00,-152249432499.00,0.00,0.00,242631593117.00,-231234018520.00,0.00,-35333312850.00,-23935738253.00,-116259073955.00,127303560011.00,19960158.00,11064446214.00
