Unnamed: 0,STT,Mã,Tên công ty,Sàn,Ngành ICB - cấp 1,Ngành ICB - cấp 2,Ngành ICB - cấp 3,Ngành ICB - cấp 4,Quý,Năm,Trạng thái kiểm toán,Tổng lợi nhuận kế toán trước thuế,Khấu hao TSCĐ,Lãi/(lỗ) trước những thay đổi vốn lưu động,Lưu chuyển tiền tệ ròng từ các hoạt động sản xuất kinh doanh (TT),"Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác (TT)","Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác (TT)","Tiền chi cho vay, mua các công cụ nợ của đợn vị khác (TT)","Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác (TT)",Lưu chuyển tiền tệ ròng từ hoạt động đầu tư (TT),"Tiền thu từ phát hành cổ phiếu, nhận góp vốn của chủ sở hữu (TT)","Tiền trả lại vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành (TT)",Tiền thu được các khoản đi vay (TT),Tiền trả nợ gốc vay (TT),Tiền thanh toán vốn gốc đi thuê tài chính (TT),Cổ tức đã trả (TT),Lưu chuyển tiền tệ từ hoạt động tài chính (TT),Lưu chuyển tiền thuần trong kỳ (TT),Tiền và tương đương tiền đầu kỳ (TT),Ảnh hưởng của chênh lệch tỷ giá (TT),Tiền và tương đương tiền cuối kỳ (TT)
5,1006,PSE,Phân bón và hóa chất dầu khí Đông Nam Bộ,HNX,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",5,2023,Đã kiểm toán,30100000000.00,2075518342.00,11943129225.00,-2725154715.00,-1721397400.00,438000000.00,0.00,0.00,-1283397400.00,0.00,0.00,0.00,0.00,0.00,-5642435500.00,-5642435500.00,-9650987615.00,39125014106.00,0.00,29474026491.00
5,1006,PSE,Phân bón và hóa chất dầu khí Đông Nam Bộ,HNX,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",5,2024,Chưa kiểm toán,30100000000.00,756300775.00,24609286016.00,-10684643126.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-161594500.00,-161594500.00,-10846237626.00,29474026491.00,0.00,18627788865.00
5,1007,PSG,XL Dầu khí Sài Gòn,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2020,Chưa kiểm toán,,4122360325.00,-12956226178.00,-7169576456.00,-59300000.00,0.00,3000000000.00,0.00,2940700000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4228876456.00,4911952522.00,0.00,683076066.00
5,1008,PSH,TMại ĐT Dầu khí Nam Sông Hậu,HOSE,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,5,2020,Chưa kiểm toán,202221250000.00,127879959242.00,598068041895.00,-590005564552.00,-301731749537.00,0.00,-14618292282.00,3892178098.00,-354528701307.00,0.00,-793193000.00,4720769045232.00,-3898958247334.00,0.00,0.00,821017604898.00,-123516660961.00,287712479231.00,-3784097.00,164192034173.00
5,1008,PSH,TMại ĐT Dầu khí Nam Sông Hậu,HOSE,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,5,2021,Chưa kiểm toán,435000000000.00,127424006117.00,489394283960.00,-36493988880.00,-181868602084.00,13845356020.00,-25088172554.00,19403924615.00,-186340651151.00,0.00,0.00,4338051490499.00,-4069836675749.00,0.00,-18922557000.00,249292257750.00,26457617719.00,164192034173.00,-3976032.00,190645675860.00
5,1008,PSH,TMại ĐT Dầu khí Nam Sông Hậu,HOSE,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,5,2022,Chưa kiểm toán,445332500000.00,123701198579.00,213555228726.00,377685407526.00,-637304048471.00,1545454546.00,-9018769542.00,41344592615.00,-731744904740.00,490061776.00,0.00,5354291072206.00,-4863779544859.00,0.00,-91976188620.00,399025400503.00,44965903289.00,190645675860.00,89934883.00,235701514032.00
5,1008,PSH,TMại ĐT Dầu khí Nam Sông Hậu,HOSE,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,5,2023,Đã kiểm toán,445332500000.00,118232409696.00,556329935292.00,-1933536822966.00,-420537463760.00,18181818.00,-1512927785.00,4551599136.00,-382240344229.00,0.00,0.00,5528397649394.00,-3424152031324.00,0.00,0.00,2104245618070.00,-211531549125.00,235701514032.00,2290326.00,24172255233.00
5,1008,PSH,TMại ĐT Dầu khí Nam Sông Hậu,HOSE,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,5,2024,Chưa kiểm toán,445332500000.00,112407891838.00,-173289529051.00,-814047687988.00,-12170916188.00,0.00,0.00,6338436791.00,-6023926524.00,0.00,0.00,1229418578283.00,-428293186584.00,0.00,0.00,801125391699.00,-18946222813.00,24172255233.00,0.00,5226032420.00
5,1009,PSI,Chứng khoán Dầu khí,HNX,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5,2020,Chưa kiểm toán,9875000000.00,4112132574.00,,-258197073686.00,-3370606909.00,181818182.00,0.00,0.00,-2110573001.00,0.00,0.00,1938240131671.00,-1697760131671.00,0.00,0.00,240480000000.00,-19827646687.00,33358328031.00,0.00,13530681344.00
5,1009,PSI,Chứng khoán Dầu khí,HNX,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5,2021,Chưa kiểm toán,50000000000.00,5425325013.00,,-693132661791.00,-5306476909.00,125454545.00,0.00,0.00,-3414394657.00,0.00,0.00,6675440000000.00,-5939870000000.00,0.00,0.00,735570000000.00,39022943552.00,13532999226.00,0.00,52555942778.00
5,1009,PSI,Chứng khoán Dầu khí,HNX,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5,2022,Chưa kiểm toán,25000000000.00,6651267061.00,,396627622295.00,-4081260300.00,0.00,0.00,0.00,-2530850921.00,0.00,0.00,6450417029740.00,-6615787029740.00,0.00,0.00,-165370000000.00,228726771374.00,52541900396.00,0.00,281268671770.00
5,1009,PSI,Chứng khoán Dầu khí,HNX,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5,2023,Đã kiểm toán,25000000000.00,7197493019.00,,422335007963.00,-810000000.00,0.00,0.00,0.00,1118369930.00,0.00,0.00,4908584174113.00,-5259644174113.00,0.00,0.00,-351060000000.00,72393377893.00,281261486787.00,0.00,353654864680.00
5,1009,PSI,Chứng khoán Dầu khí,HNX,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5,2024,Chưa kiểm toán,25000000000.00,6894957430.00,,-103502187864.00,-9513304519.00,0.00,0.00,0.00,-7558717985.00,0.00,0.00,60294479539756.00,-60060428531253.00,0.00,0.00,234051008503.00,122990102654.00,353654864680.00,0.00,476644967334.00
5,1010,PSL,Chăn nuôi Phú Sơn,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,5,2020,Chưa kiểm toán,31500000000.00,5682804844.00,88725232849.00,85251707060.00,-339536418.00,0.00,-135746180822.00,51900000000.00,-80816415773.00,0.00,0.00,0.00,0.00,0.00,-21262500100.00,-21262500100.00,-16827208813.00,24353546482.00,0.00,7526337669.00
5,1010,PSL,Chăn nuôi Phú Sơn,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,5,2021,Chưa kiểm toán,6000000000.00,5581768673.00,28996502914.00,22689858783.00,-2555354000.00,0.00,-69593562763.00,83846180822.00,16182898667.00,0.00,0.00,0.00,0.00,0.00,-23625000000.00,-23625000000.00,15247757450.00,7526337669.00,0.00,22774095119.00
5,1010,PSL,Chăn nuôi Phú Sơn,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,5,2022,Chưa kiểm toán,9650000000.00,5508473038.00,10371467011.00,-19224995637.00,-2058658429.00,0.00,-61450000000.00,69593562763.00,9096347306.00,0.00,0.00,9200000000.00,-1500000000.00,0.00,-18900000000.00,-11200000000.00,-21328648331.00,22774095119.00,0.00,1445446788.00
5,1010,PSL,Chăn nuôi Phú Sơn,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,5,2023,Đã kiểm toán,9650000000.00,5552703473.00,5286448636.00,-10190956494.00,-7906446236.00,8104313000.00,-33050000000.00,53500000000.00,24617556423.00,0.00,0.00,48009376853.00,-47674137141.00,0.00,-4134375000.00,-3799135288.00,10627464641.00,1445446788.00,0.00,12072911429.00
5,1010,PSL,Chăn nuôi Phú Sơn,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,,,,9650000000.00,,,,,,,,,,,,,,,,,,,
5,1011,PSN,PTSC Thanh Hóa,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",5,2020,Chưa kiểm toán,35000000000.00,36863838580.00,76790873764.00,139217972089.00,-43763404142.00,0.00,-112205747150.00,31870081173.00,-117327274664.00,0.00,0.00,0.00,0.00,0.00,-27854914500.00,-27854914500.00,-5964217075.00,60880168548.00,251113706.00,55167065179.00
5,1011,PSN,PTSC Thanh Hóa,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",5,2021,Chưa kiểm toán,39000000000.00,37263319467.00,73704016954.00,113588799840.00,-10944425849.00,0.00,-147134557415.00,41417904403.00,-109077620349.00,0.00,0.00,0.00,0.00,0.00,-27790126000.00,-27790126000.00,-23278946509.00,55167065179.00,1869227.00,31889987897.00
5,1011,PSN,PTSC Thanh Hóa,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",5,2022,Chưa kiểm toán,42110000000.00,34210544828.00,55372559439.00,-3968507838.00,-51725582664.00,0.00,-25000000000.00,154922187857.00,91461281528.00,0.00,0.00,0.00,0.00,0.00,-27852558500.00,-27852558500.00,59640215190.00,31889987897.00,-392513962.00,91137689125.00
5,1011,PSN,PTSC Thanh Hóa,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",5,2023,Đã kiểm toán,42110000000.00,47628474554.00,88818021371.00,74082221933.00,-168111661292.00,0.00,-61135678319.00,102323236114.00,-119857070929.00,0.00,0.00,52043244108.00,-12294651680.00,0.00,-27844352446.00,11904239982.00,-33870609014.00,91137689125.00,424666613.00,57691746724.00
5,1011,PSN,PTSC Thanh Hóa,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",5,2024,Chưa kiểm toán,42110000000.00,59465891889.00,114280520340.00,-6612744457.00,-5780323750.00,0.00,-49031668826.00,49069100331.00,-2195583608.00,0.00,0.00,18284906244.00,-8927124720.00,0.00,-28000000000.00,-18642218476.00,-27450546541.00,57691746724.00,651982296.00,30893182479.00
5,1012,PSP,DV Dầu Khí Đình Vũ,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,5,2020,Chưa kiểm toán,24170000000.00,27379924835.00,46225667790.00,40188650987.00,-28677919444.00,0.00,0.00,0.00,-18104768338.00,0.00,0.00,14905690000.00,-31421797431.00,0.00,-200000000.00,-16716107431.00,5367775218.00,41922555399.00,0.00,47290330617.00
5,1012,PSP,DV Dầu Khí Đình Vũ,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,5,2021,Chưa kiểm toán,,26356517980.00,42140604570.00,29377531463.00,-14270802427.00,127952000.00,0.00,0.00,-12950623219.00,0.00,0.00,0.00,-7868820000.00,0.00,-25188548000.00,-33057368000.00,-16630459756.00,47290330617.00,-1474302.00,30658396559.00
5,1012,PSP,DV Dầu Khí Đình Vũ,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,5,2022,Chưa kiểm toán,9109000000.00,26101914085.00,26994168471.00,1469277020.00,-32414108657.00,0.00,0.00,0.00,-31618434227.00,0.00,0.00,31751666100.00,-7868820000.00,0.00,-1734030000.00,22148816100.00,-8000341107.00,30658396559.00,42533922.00,22700589374.00
5,1012,PSP,DV Dầu Khí Đình Vũ,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,5,2023,Đã kiểm toán,9109000000.00,28690342871.00,47116434187.00,40060441741.00,-41207086748.00,0.00,-14000000000.00,0.00,-54310198172.00,0.00,0.00,35681392533.00,-22298995000.00,0.00,-119780000.00,13262617533.00,-987138898.00,22700589374.00,7197081.00,21720647557.00
5,1012,PSP,DV Dầu Khí Đình Vũ,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,5,2024,Chưa kiểm toán,9109000000.00,29829793263.00,45819760057.00,40591019390.00,-4626186755.00,0.00,-7000000000.00,0.00,-10347467619.00,0.00,0.00,0.00,-34354040000.00,0.00,-7282138000.00,-41636178000.00,-11392626229.00,21720647557.00,-5673680.00,10322347648.00
5,1013,PSW,Phân bón hóa chất dầu khí Tây Nam Bộ,HNX,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",5,2020,Chưa kiểm toán,55000000000.00,1768680862.00,8585217174.00,72313482269.00,-455772000.00,0.00,0.00,20000000000.00,21441891452.00,0.00,0.00,0.00,0.00,0.00,-8001500000.00,-8001500000.00,85753873721.00,38923380669.00,-30000.00,124677224390.00
5,1013,PSW,Phân bón hóa chất dầu khí Tây Nam Bộ,HNX,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",5,2021,Chưa kiểm toán,23770000000.00,1743009781.00,69217752828.00,29334956420.00,-197117800.00,0.00,-40000000000.00,20000000000.00,-16622042740.00,0.00,0.00,0.00,0.00,0.00,-6737520000.00,-6737520000.00,5975393680.00,124677224390.00,-111000.00,130652507070.00
5,1013,PSW,Phân bón hóa chất dầu khí Tây Nam Bộ,HNX,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",5,2022,Chưa kiểm toán,25000000000.00,1445400873.00,21576937238.00,-36757661767.00,-1033580000.00,0.00,0.00,20000000000.00,20274418633.00,0.00,0.00,0.00,0.00,0.00,-29265950000.00,-29265950000.00,-45749193134.00,130652507070.00,231000.00,84903544936.00
5,1013,PSW,Phân bón hóa chất dầu khí Tây Nam Bộ,HNX,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",5,2023,Đã kiểm toán,5040000000.00,1627753480.00,4703552518.00,-6333088300.00,0.00,0.00,0.00,0.00,845307901.00,0.00,0.00,0.00,0.00,0.00,-15539650000.00,-15539650000.00,-21027430399.00,84903544936.00,201000.00,63876315537.00
5,1013,PSW,Phân bón hóa chất dầu khí Tây Nam Bộ,HNX,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",5,2024,Chưa kiểm toán,5040000000.00,1502296630.00,7600754305.00,23057240865.00,0.00,0.00,0.00,0.00,1062620803.00,0.00,0.00,15895000000.00,0.00,0.00,-8491600000.00,7403400000.00,31523261668.00,63876315537.00,348900.00,95399926105.00
5,1014,PTB,Công ty Cổ phần Phú Tài,HOSE,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,5,2020,Chưa kiểm toán,650000000000.00,220745107634.00,749783294011.00,829727692742.00,-479978606735.00,33478706695.00,-50000000000.00,0.00,-497572550184.00,0.00,-55755525591.00,3906067730529.00,-3990643123670.00,0.00,-150635987374.00,-290966906106.00,41188236452.00,126518814646.00,76302463.00,167783353561.00
5,1014,PTB,Công ty Cổ phần Phú Tài,HOSE,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,5,2021,Chưa kiểm toán,790000000000.00,275694666801.00,1016625813176.00,159534941276.00,-517698904725.00,49820452747.00,0.00,100000000000.00,-363031485421.00,0.00,0.00,5475935984508.00,-5203965113446.00,0.00,-100291516250.00,171679354812.00,-31817189333.00,167783353561.00,-99538057.00,135866626171.00
5,1014,PTB,Công ty Cổ phần Phú Tài,HOSE,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,5,2022,Chưa kiểm toán,500000000000.00,278881395408.00,1040614623493.00,735067305392.00,-283233134438.00,83667440778.00,-11068000000.00,0.00,-209280866122.00,0.00,0.00,4833491769856.00,-5185487083370.00,0.00,-36751863450.00,-388747176964.00,137039262306.00,135866626171.00,-830957666.00,272074930811.00
5,1014,PTB,Công ty Cổ phần Phú Tài,HOSE,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,5,2023,Đã kiểm toán,500000000000.00,240907549239.00,713868803737.00,778465741570.00,-172352962169.00,27414637333.00,-63355558838.00,24423558838.00,-412936620700.00,0.00,-57068977185.00,4265598296911.00,-4211679356595.00,0.00,-205493137000.00,-208643173869.00,156885947001.00,272074930811.00,-623274428.00,428337603384.00
5,1014,PTB,Công ty Cổ phần Phú Tài,HOSE,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,5,2024,Chưa kiểm toán,500000000000.00,248367673806.00,778706030903.00,457390078338.00,-223961414880.00,79502967714.00,-50640000000.00,0.00,-187165099554.00,72000000000.00,0.00,4750428847977.00,-4866978281628.00,0.00,-176040015000.00,-220589448651.00,49635530133.00,428337603384.00,-7122284369.00,470850849148.00
5,1015,PTC,Đầu tư ICAPITAL,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2020,Chưa kiểm toán,25709000000.00,188013636.00,23509882793.00,-30480838207.00,-3981600000.00,4299680406.00,-137750000000.00,168603102083.00,40594502647.00,0.00,-238508526.00,72272237740.00,-81578407767.00,0.00,0.00,-9544678553.00,568985887.00,4332369940.00,0.00,4901355827.00
5,1015,PTC,Đầu tư ICAPITAL,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2021,Chưa kiểm toán,96506000000.00,770410531.00,64415669553.00,47189552281.00,-30000000.00,0.00,-155900000000.00,217800197500.00,824967079.00,27269694572.00,0.00,134526957636.00,-135561990212.00,0.00,0.00,26234661996.00,74249181356.00,4901355827.00,0.00,79150537183.00
5,1015,PTC,Đầu tư ICAPITAL,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2022,Chưa kiểm toán,22542000000.00,40303056298.00,47342350736.00,-103492424666.00,0.00,163636364.00,-6100000000.00,2300000000.00,-26962569840.00,38468892977.00,0.00,87709177056.00,-69188534331.00,0.00,0.00,56989535702.00,-73465458804.00,79150537183.00,0.00,5685078379.00
5,1015,PTC,Đầu tư ICAPITAL,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2023,Đã kiểm toán,22542000000.00,52935940668.00,73339565055.00,90381281187.00,0.00,0.00,-23000000000.00,18700000000.00,-21114215617.00,0.00,0.00,5915273481.00,-43466916365.00,0.00,0.00,-37551642884.00,31715422686.00,5685078379.00,0.00,37400501065.00
5,1015,PTC,Đầu tư ICAPITAL,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2024,Chưa kiểm toán,22542000000.00,772949352.00,12051713209.00,-137211137861.00,0.00,0.00,-15000000000.00,300000000.00,121786636144.00,0.00,0.00,29205854343.00,-25438915862.00,0.00,0.00,3766938481.00,-11657563236.00,14723506213.00,0.00,3065942977.00
5,1016,PTD,Thiết kế-XD-TM Phúc Thịnh,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2020,Chưa kiểm toán,0.00,3764763935.00,4382899973.00,-14171440545.00,-346859091.00,0.00,-680000000.00,0.00,-673037661.00,0.00,0.00,204954231826.00,-213155469591.00,0.00,-3242534350.00,-11443772115.00,-26288250321.00,40201910108.00,-765620.00,13912894167.00
5,1016,PTD,Thiết kế-XD-TM Phúc Thịnh,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2021,Chưa kiểm toán,0.00,3410971969.00,14723087867.00,54329522123.00,-104000000.00,402462774.00,-799840000.00,0.00,-283170814.00,0.00,0.00,129414288543.00,-179133641355.00,0.00,-3113575650.00,-52832928462.00,1213422847.00,13912894167.00,-19733544.00,15106583470.00
5,1016,PTD,Thiết kế-XD-TM Phúc Thịnh,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2022,Chưa kiểm toán,0.00,2811669833.00,8761648286.00,-72135828611.00,-238500000.00,0.00,0.00,799840000.00,1559540165.00,0.00,0.00,191744264947.00,-122599703250.00,0.00,-3423136350.00,65721425347.00,-4854863099.00,15106583470.00,1843160.00,10253563531.00
5,1016,PTD,Thiết kế-XD-TM Phúc Thịnh,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2023,Đã kiểm toán,0.00,2459722722.00,20074681070.00,-9265634449.00,-32390909.00,0.00,0.00,0.00,575953775.00,0.00,0.00,267988860653.00,-254993245124.00,0.00,-3106209000.00,9889406529.00,1199725855.00,10253563531.00,3202469.00,11456491855.00
5,1016,PTD,Thiết kế-XD-TM Phúc Thịnh,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5,2024,Chưa kiểm toán,0.00,2307725895.00,-23116011956.00,14380934850.00,0.00,0.00,0.00,0.00,577321398.00,0.00,-11512000000.00,175645994974.00,-164906072916.00,0.00,-438171350.00,-1210249292.00,13748006956.00,11366982609.00,223392.00,25115212957.00
5,1017,PTE,Xi măng Phú Thọ,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,5,2020,Chưa kiểm toán,-13083000000.00,17795564320.00,8572991743.00,9112171053.00,-1544990500.00,2915000000.00,0.00,0.00,1371179756.00,0.00,0.00,16615433330.00,-25065777857.00,0.00,0.00,-8450344527.00,2033006282.00,238330007.00,-40898.00,2271295391.00
5,1017,PTE,Xi măng Phú Thọ,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,5,2021,Chưa kiểm toán,-25506000000.00,25060730792.00,28078623418.00,7931233474.00,-3566273723.00,0.00,0.00,0.00,-3565092677.00,0.00,0.00,15781000000.00,-21843691900.00,0.00,0.00,-6062691900.00,-1696551103.00,2271295391.00,-149711.00,574594577.00
5,1017,PTE,Xi măng Phú Thọ,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,5,2022,Chưa kiểm toán,-41563000000.00,25252301494.00,9053915678.00,8763421648.00,-1174945005.00,0.00,0.00,0.00,-1173352570.00,0.00,0.00,3500000000.00,-10515194630.00,0.00,0.00,-7015194630.00,574874448.00,574594577.00,0.00,1149469025.00
5,1017,PTE,Xi măng Phú Thọ,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,5,2023,Đã kiểm toán,-41563000000.00,25156688683.00,3968941632.00,23882090657.00,-47664244.00,0.00,0.00,0.00,-47065144.00,0.00,0.00,2305000000.00,-27209845407.00,0.00,0.00,-24904845407.00,-1069819894.00,1149469025.00,89462.00,79738593.00
5,1017,PTE,Xi măng Phú Thọ,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,5,2024,Chưa kiểm toán,-41563000000.00,24982914639.00,9698323422.00,10826122349.00,-86404921.00,0.00,0.00,0.00,-86083380.00,0.00,0.00,1763883500.00,-6226492600.00,0.00,0.00,-4462609100.00,6277429869.00,79738593.00,561600.00,6357730062.00
5,1018,PTG,May Phan Thiết,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,5,2020,Chưa kiểm toán,46689248000.00,11497586539.00,54438569324.00,39146819559.00,-4958862076.00,0.00,-38600000000.00,10000000000.00,-26854740918.00,2376920000.00,0.00,0.00,0.00,0.00,-57066620000.00,-54689700000.00,-42397621359.00,160264931238.00,-31458239.00,117835851640.00
5,1018,PTG,May Phan Thiết,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,5,2021,Chưa kiểm toán,52042629000.00,10721481177.00,52391705396.00,33557123300.00,-2281895000.00,42727273.00,-523000000000.00,487500000000.00,-33468114351.00,0.00,0.00,0.00,0.00,0.00,-9728770000.00,-9728770000.00,-9639761051.00,117835851640.00,-42871134.00,108153219455.00
5,1018,PTG,May Phan Thiết,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,5,2022,Chưa kiểm toán,58067427000.00,8527551299.00,64358333035.00,74469839926.00,-5301357282.00,0.00,-364050000000.00,394800000000.00,31272585647.00,2983952000.00,0.00,0.00,0.00,0.00,-59954220000.00,-56970268000.00,48772157573.00,108153219455.00,-48169129.00,156877207899.00
5,1018,PTG,May Phan Thiết,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,5,2023,Đã kiểm toán,58067427000.00,8982802981.00,56212988617.00,34741367034.00,-8301346091.00,0.00,-205330000000.00,103080000000.00,-100838233586.00,0.00,0.00,0.00,0.00,0.00,-9992370000.00,-9992370000.00,-76089236552.00,156877207899.00,-14079330.00,80773892017.00
5,1018,PTG,May Phan Thiết,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,5,2024,Đã kiểm toán,58067427000.00,9126514483.00,65579301030.00,55010907992.00,-1179222773.00,214629627.00,-244850000000.00,249350000000.00,10278002309.00,0.00,0.00,0.00,0.00,0.00,-24980925000.00,-24980925000.00,40307985301.00,80773892017.00,26933980.00,121108811298.00
5,1019,PTH,Vận tải và DV Petrolimex Hà Tây,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,5,2020,Chưa kiểm toán,4880000000.00,13856074992.00,21452683436.00,6813991470.00,-4956409488.00,329272727.00,0.00,0.00,-4623101744.00,0.00,0.00,23415902740.00,-31915129058.00,0.00,-3462494025.00,-11961720343.00,-9770830617.00,10182216758.00,0.00,411386141.00
